"Time stamp","Field total mass flow delivered | (kg/s)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field collector DNI-cosine product | (W/m2)","Field fraction of focused SCAs","Field optical efficiency before defocus","Resource Beam normal irradiance | (W/m2)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Receiver thermal power absorbed | (MWt)","Field piping thermal losses | (MWt)","Receiver thermal losses | (MWt)","Field thermal power leaving in HTF | (MWt)","Heat sink HTF inlet temp | (C)","Heat sink HTF outlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Receiver thermal power incident | (MWt)","TES charge mass flow rate | (kg/s)","TES charge thermal power | (MWt)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)"
"Apr 21, 11:00 pm",0,287.42,287.069,0,1,0,0,0,0,-6.46914,0.290938,6.46914,-0.16384,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 22, 12:00 am",0,283.524,283.199,0,1,0,0,0,0,-6.20264,0.288274,6.20264,-0.151193,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 22, 01:00 am",0,279.683,279.357,0,1,0,0,0,0,-5.95177,0.284988,5.95177,-0.151067,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 22, 02:00 am",0,275.885,275.567,0,1,0,0,0,0,-5.72943,0.281924,5.72943,-0.146276,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 22, 03:00 am",0,272.201,271.893,0,1,0,0,0,0,-5.52694,0.278582,5.52694,-0.140944,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 22, 04:00 am",0,268.632,268.334,0,1,0,0,0,0,-5.33354,0.275462,5.33354,-0.13593,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 22, 05:00 am",0,265.174,264.886,0,1,0,0,0,0,-5.14612,0.272247,5.14612,-0.131077,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 22, 06:00 am",0,261.824,261.545,0,1,0,0,0,0,-4.97012,0.26893,4.97012,-0.126485,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 22, 07:00 am",0,267.994,270.409,347.688,1,0.417889,350,137.34,136.433,49.2507,0.317077,7.7631,1.10772,393,293,0,57.0138,0,0,0,0,1,0.998367,0.542312,6.58868
"Apr 22, 08:00 am",550.543,295.404,352.149,723.35,1,0.771368,724,284.098,283.843,207.237,0.395994,11.7101,110.438,378.682,293,550.543,218.947,0,0,0,0,1,0.999401,1,2.42747
"Apr 22, 09:00 am",946.592,293,391.363,815.446,1,0.769759,830,325.692,319.981,234.503,0.395678,11.8056,228.714,391.363,293,946.592,246.308,0,0,0,0,1,0.997316,1,10.7457
"Apr 22, 10:00 am",940.5,293,392.459,807.137,1,0.767218,848,332.755,316.721,231.178,0.393615,11.8155,229.931,392.459,293,940.5,242.994,0,0,0,0,0.998574,0.995444,1,17.8592
"Apr 22, 11:00 am",603.373,293,392.581,539.117,1,0.76023,587,230.339,211.55,149.041,0.392251,11.7853,147.703,392.581,293,603.373,160.826,0,0,0,0,0.990655,0.994261,1,23.3026
"Apr 22, 12:00 pm",311.407,293,392.401,299.663,1,0.754662,335,131.454,117.588,77.0159,0.390475,11.7231,76.0852,392.401,293,311.407,88.7389,0,0,0,0,0.983884,0.993773,1,26.5538
"Apr 22, 01:00 pm",675.373,293,392.353,600.934,1,0.753613,675,264.87,235.807,165.944,0.38971,11.7627,164.927,392.353,293,675.373,177.707,0,0,0,0,0.982598,0.993689,1,27.0924
"Apr 22, 02:00 pm",548.432,293,392.479,494.767,1,0.757836,545,213.858,194.146,135.38,0.389178,11.7516,134.108,392.479,293,548.432,147.131,0,0,0,0,0.987756,0.99404,1,24.793
"Apr 22, 03:00 pm",696.927,293,392.391,609.462,1,0.764606,649,254.668,239.153,171.11,0.388697,11.7479,170.26,392.391,293,696.927,182.858,0,0,0,0,0.995794,0.994824,1,20.1027
"Apr 22, 04:00 pm",931.417,293,392.439,797.179,1,0.7692,820,321.768,312.813,228.821,0.388647,11.7952,227.663,392.439,293,931.417,240.616,0,0,0,0,1,0.996592,1,13.5491
"Apr 22, 05:00 pm",784.545,293,392.545,677.711,1,0.770754,681,267.224,265.934,193.188,0.389155,11.7811,191.98,392.545,293,784.545,204.969,0,0,0,0,1,0.998605,1,5.63365
"Apr 22, 06:00 pm",257.103,293,392.477,332.485,1,0.582039,333,130.669,130.467,64.2066,0.390094,11.7303,62.8684,392.477,293,257.103,75.9369,0,0,0,0,1,0.999212,0.754697,3.1876
"Apr 22, 07:00 pm",204,293,371.506,0.976304,1,0,1,0.3924,0.383102,-7.34114,0.330758,7.34114,38.8527,371.506,293,204,0,0,0,0,0,1,0.996865,0,12.4979
"Apr 22, 08:00 pm",204,293,334.888,0,1,0,0,0,0,-6.39814,0.294004,6.39814,20.2563,334.888,293,204,0,0,0,0,0,1,1,0,0
"Apr 22, 09:00 pm",0,308.946,307.145,0,1,0,0,0,0,-6.49282,0.286046,6.49282,-0.865672,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 22, 10:00 pm",0,293.556,292.835,0,1,0,0,0,0,-6.65964,0.289137,6.65964,-0.339896,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 22, 11:00 pm",0,287.512,287.163,0,1,0,0,0,0,-6.45852,0.289782,6.45852,-0.163527,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 23, 12:00 am",0,283.627,283.303,0,1,0,0,0,0,-6.18489,0.287134,6.18489,-0.150696,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 23, 01:00 am",0,279.8,279.475,0,1,0,0,0,0,-5.93743,0.28365,5.93743,-0.150602,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 23, 02:00 am",0,276.012,275.696,0,1,0,0,0,0,-5.71676,0.280384,5.71676,-0.145915,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 23, 03:00 am",0,272.338,272.032,0,1,0,0,0,0,-5.51304,0.277054,5.51304,-0.140558,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 23, 04:00 am",0,268.78,268.483,0,1,0,0,0,0,-5.32239,0.273733,5.32239,-0.135569,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 23, 05:00 am",0,265.331,265.043,0,1,0,0,0,0,-5.13913,0.270523,5.13913,-0.130837,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 23, 06:00 am",0,261.987,261.708,0,1,0,0,0,0,-4.96546,0.267105,4.96546,-0.126314,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 23, 07:00 am",0,261.473,261.983,98.3001,1,0.427543,99,38.8476,38.573,10.945,0.277593,5.5466,0.230881,393,293,0,16.4916,0,0,0,0,1,0.998309,0.554872,6.81695
"Apr 23, 08:00 am",0,269.357,269.895,36.9725,1,0.771409,37,14.5188,14.508,5.6586,0.284304,5.533,0.245797,393,293,0,11.1916,0,0,0,0,1,0.999454,1,2.21086
"Apr 23, 09:00 am",103.232,294.826,310.899,467.221,1,0.769831,475,186.39,183.337,130.17,0.371427,10.9686,19.9752,386.317,293,103.232,141.139,0,0,0,0,1,0.997409,1,10.3812
"Apr 23, 10:00 am",225.689,293,372.453,235.472,1,0.767515,247,96.9228,92.3994,59.2386,0.39213,11.6793,43.5277,372.453,293,225.689,70.9179,0,0,0,0,0.998882,0.995521,1,17.5736
"Apr 23, 11:00 am",769.781,293,389.02,677.546,1,0.7607,736,288.806,265.869,190.437,0.39071,11.8102,181.296,389.02,293,769.781,202.247,0,0,0,0,0.991223,0.994307,1,22.9891
"Apr 23, 12:00 pm",724.368,293,392.203,639.652,1,0.7553,713,279.781,250.999,177.796,0.388698,11.784,176.609,392.203,293,724.368,189.58,0,0,0,0,0.984663,0.993825,1,26.2169
"Apr 23, 01:00 pm",699.781,293,392.275,620.648,1,0.754295,695,272.718,243.542,171.925,0.387714,11.7778,170.745,392.275,293,699.781,183.703,0,0,0,0,0.983433,0.993743,1,26.7449
"Apr 23, 02:00 pm",915.703,293,392.428,795.626,1,0.758411,874,342.958,312.204,224.974,0.386638,11.8052,223.794,392.428,293,915.703,236.779,0,0,0,0,0.988454,0.994092,1,24.4493
"Apr 23, 03:00 pm",914.279,293,392.474,787.654,1,0.765023,837,328.439,309.075,224.633,0.386115,11.817,223.557,392.474,293,914.279,236.45,0,0,0,0,0.996245,0.994916,1,19.7724
"Apr 23, 04:00 pm",972.367,293,392.492,848.841,0.978398,0.769264,872,342.173,333.085,238.885,0.385929,11.8103,237.807,392.492,293,972.367,250.695,0,0,0,0,1,0.996674,1,13.2346
"Apr 23, 05:00 pm",849.754,293,392.504,729.827,1,0.770812,733,287.629,286.384,208.951,0.386455,11.7966,207.847,392.504,293,849.754,220.748,0,0,0,0,1,0.99868,1,5.3334
"Apr 23, 06:00 pm",325.679,293,392.286,399.264,1,0.588409,400,156.96,156.671,80.477,0.38712,11.7096,79.4743,392.286,293,325.679,92.1866,0,0,0,0,1,0.999141,0.763011,3.47729
"Apr 23, 07:00 pm",204,293,371.233,258.432,1,0,265,103.986,101.409,-7.32401,0.327607,7.32401,38.7109,371.233,293,204,0,0,0,0,0,1,0.996792,0,12.7831
"Apr 23, 08:00 pm",204,293,334.674,0,1,0,0,0,0,-6.39113,0.291391,6.39113,20.1504,334.674,293,204,0,0,0,0,0,1,1,0,0
"Apr 23, 09:00 pm",0,308.825,307.032,0,1,0,0,0,0,-6.49058,0.283934,6.49058,-0.8618,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 23, 10:00 pm",0,293.498,292.779,0,1,0,0,0,0,-6.66344,0.287418,6.66344,-0.338899,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 23, 11:00 pm",0,287.463,287.113,0,1,0,0,0,0,-6.46487,0.288458,6.46487,-0.163659,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 24, 12:00 am",0,283.573,283.248,0,1,0,0,0,0,-6.19512,0.286119,6.19512,-0.150931,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 24, 01:00 am",0,279.739,279.412,0,1,0,0,0,0,-5.95116,0.283363,5.95116,-0.150928,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 24, 02:00 am",0,275.941,275.623,0,1,0,0,0,0,-5.7341,0.280924,5.7341,-0.146387,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 24, 03:00 am",0,272.254,271.946,0,1,0,0,0,0,-5.53057,0.278001,5.53057,-0.14107,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 24, 04:00 am",0,268.683,268.385,0,1,0,0,0,0,-5.33563,0.275199,5.33563,-0.135979,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 24, 05:00 am",0,265.225,264.936,0,1,0,0,0,0,-5.14761,0.272194,5.14761,-0.131108,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 24, 06:00 am",0,261.874,261.594,0,1,0,0,0,0,-4.97057,0.268877,4.97057,-0.126499,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 24, 07:00 am",0,266.386,268.331,273.917,1,0.437049,276,108.302,107.485,39.806,0.308433,7.1702,0.888871,393,293,0,46.9762,0,0,0,0,1,0.998253,0.567241,7.0437
"Apr 24, 08:00 am",500.409,292.976,344.532,676.607,1,0.771459,677,265.655,265.501,193.414,0.392271,11.4087,90.9864,373.982,293,500.409,204.823,0,0,0,0,1,0.999518,1,1.95213
"Apr 24, 09:00 am",924.511,293,390.36,801.067,1,0.769861,814,319.414,314.339,230.182,0.396881,11.8148,220.962,390.36,293,924.511,241.997,0,0,0,0,1,0.997449,1,10.2271
"Apr 24, 10:00 am",836.555,293,392.456,722.792,1,0.767801,757,297.047,283.624,205.97,0.395118,11.7963,204.514,392.456,293,836.555,217.767,0,0,0,0,0.999178,0.995598,1,17.2902
"Apr 24, 11:00 am",945.798,293,392.488,817.498,1,0.761156,886,347.666,320.786,232.355,0.393307,11.813,231.299,392.488,293,945.798,244.168,0,0,0,0,0.991772,0.994352,1,22.6783
"Apr 24, 12:00 pm",893.397,293,392.48,780.027,1,0.755917,867,340.211,306.082,219.565,0.391821,11.8079,218.465,392.48,293,893.397,231.373,0,0,0,0,0.985417,0.993876,1,25.8833
"Apr 24, 01:00 pm",941.248,293,392.479,820.464,1,0.754953,916,359.438,321.95,231.241,0.390663,11.8166,230.164,392.479,293,941.248,243.057,0,0,0,0,0.984239,0.993796,1,26.4011
"Apr 24, 02:00 pm",918.876,293,392.476,797.757,1,0.758966,874,342.958,313.04,225.771,0.389918,11.8154,224.687,392.476,293,918.876,237.587,0,0,0,0,0.989127,0.994142,1,24.1097
"Apr 24, 03:00 pm",843.333,293,392.501,729.847,1,0.765424,774,303.718,286.392,207.401,0.389628,11.8105,206.27,392.501,293,843.333,219.211,0,0,0,0,0.996676,0.995007,1,19.4461
"Apr 24, 04:00 pm",885.83,293,392.491,760.241,1,0.769326,780,306.072,298.318,217.691,0.389712,11.8132,216.64,392.491,293,885.83,229.504,0,0,0,0,1,0.996755,1,12.924
"Apr 24, 05:00 pm",297.481,293,392.343,282.903,1,0.770868,284,111.442,111.011,73.8379,0.389862,11.7371,72.6375,392.343,293,297.481,85.575,0,0,0,0,1,0.998754,1,5.03715
"Apr 24, 06:00 pm",244.338,293,392.106,309.332,1,0.594754,310,121.644,121.382,60.4597,0.390801,11.7326,59.5101,392.106,293,244.338,72.1922,0,0,0,0,1,0.99907,0.771293,3.76296
"Apr 24, 07:00 pm",204,293,371.161,285.416,1,0,293,114.973,111.997,-7.34923,0.331572,7.34923,38.6737,371.161,293,204,0,0,0,0,0,1,0.996718,0,13.0644
"Apr 24, 08:00 pm",204,293,334.661,0,1,0,0,0,0,-6.40583,0.294973,6.40583,20.1438,334.661,293,204,0,0,0,0,0,1,1,0,0
"Apr 24, 09:00 pm",0,308.809,307.014,0,1,0,0,0,0,-6.49644,0.287059,6.49644,-0.862478,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 24, 10:00 pm",0,293.47,292.75,0,1,0,0,0,0,-6.66531,0.290125,6.66531,-0.339114,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 24, 11:00 pm",0,287.43,287.079,0,1,0,0,0,0,-6.46919,0.290843,6.46919,-0.163864,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 25, 12:00 am",0,283.532,283.207,0,1,0,0,0,0,-6.20528,0.288173,6.20528,-0.15132,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 25, 01:00 am",0,279.689,279.362,0,1,0,0,0,0,-5.95486,0.28457,5.95486,-0.151142,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 25, 02:00 am",0,275.89,275.572,0,1,0,0,0,0,-5.72864,0.281194,5.72864,-0.1462,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 25, 03:00 am",0,272.209,271.902,0,1,0,0,0,0,-5.52198,0.277755,5.52198,-0.140723,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 25, 04:00 am",0,268.648,268.351,0,1,0,0,0,0,-5.32389,0.274436,5.32389,-0.135589,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 25, 05:00 am",0,265.199,264.911,0,1,0,0,0,0,-5.13776,0.271124,5.13776,-0.130757,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 25, 06:00 am",0,261.857,261.578,0,1,0,0,0,0,-4.96184,0.267708,4.96184,-0.126217,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 25, 07:00 am",0,267.427,269.671,304.533,1,0.446402,307,120.467,119.499,45.8093,0.312812,7.53516,1.02785,393,293,0,53.3445,0,0,0,0,1,0.998196,0.579413,7.26888
"Apr 25, 08:00 am",130.227,300.098,322.342,360.838,1,0.771503,361,141.656,141.593,98.1121,0.385245,11.1273,19.7172,377.796,293,130.227,109.239,0,0,0,0,1,0.999576,1,1.71628
"Apr 25, 09:00 am",994.683,293,384.416,861.785,1,0.769912,875,343.35,338.164,248.564,0.39521,11.7927,222.391,384.416,293,994.683,260.357,0,0,0,0,1,0.997514,1,9.97048
"Apr 25, 10:00 am",973.658,293,392.376,842.464,0.99,0.768077,881,345.704,330.583,239.55,0.392893,11.8238,237.827,392.376,293,973.658,251.374,0,0,0,0,0.999461,0.995674,1,17.009
"Apr 25, 11:00 am",872.673,293,392.49,757.365,1,0.761597,819,321.376,297.19,214.533,0.390561,11.8058,213.42,392.49,293,872.673,226.339,0,0,0,0,0.992301,0.994396,1,22.3703
"Apr 25, 12:00 pm",906.839,293,392.481,790.315,1,0.756513,876,343.742,310.119,222.817,0.388651,11.793,221.754,392.481,293,906.839,234.61,0,0,0,0,0.986145,0.993926,1,25.5531
"Apr 25, 01:00 pm",942.962,293,392.48,821.07,1,0.75559,914,358.654,322.188,231.655,0.387283,11.7862,230.585,392.48,293,942.962,243.442,0,0,0,0,0.985017,0.993848,1,26.0612
"Apr 25, 02:00 pm",915.603,293,392.478,794.343,1,0.7595,868,340.603,311.7,224.962,0.386221,11.7745,223.89,392.478,293,915.603,236.736,0,0,0,0,0.989774,0.994192,1,23.7742
"Apr 25, 03:00 pm",823.634,293,392.516,713.333,1,0.765809,755,296.262,279.912,202.623,0.385736,11.7359,201.485,392.516,293,823.634,214.359,0,0,0,0,0.997087,0.995097,1,19.124
"Apr 25, 04:00 pm",832.834,293,392.527,717.249,1,0.769387,735,288.414,281.449,204.821,0.385732,11.7218,203.758,392.527,293,832.834,216.543,0,0,0,0,1,0.996834,1,12.6176
"Apr 25, 05:00 pm",651.364,293,392.509,569.043,1,0.770925,571,224.06,223.292,160.436,0.38621,11.706,159.329,392.509,293,651.364,172.142,0,0,0,0,1,0.998826,1,4.74499
"Apr 25, 06:00 pm",273.429,293,392.41,338.156,1,0.601073,339,133.024,132.692,68.0723,0.387211,11.6855,66.8125,392.41,293,273.429,79.7577,0,0,0,0,1,0.999,0.779542,4.04452
"Apr 25, 07:00 pm",204,293,371.448,308.445,1,0,317,124.391,121.034,-7.32162,0.327859,7.32162,38.8226,371.448,293,204,0,0,0,0,0,1,0.996646,0,13.3417
"Apr 25, 08:00 pm",204,293,334.859,0,1,0,0,0,0,-6.37757,0.291073,6.37757,20.242,334.859,293,204,0,0,0,0,0,1,1,0,0
"Apr 25, 09:00 pm",0,308.954,307.156,0,1,0,0,0,0,-6.46725,0.283048,6.46725,-0.86406,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 25, 10:00 pm",0,293.597,292.878,0,1,0,0,0,0,-6.63777,0.286046,6.63777,-0.338928,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 25, 11:00 pm",0,287.575,287.227,0,1,0,0,0,0,-6.43381,0.286602,6.43381,-0.162765,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 12:00 am",0,283.707,283.384,0,1,0,0,0,0,-6.17347,0.283859,6.17347,-0.150198,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 01:00 am",0,279.888,279.563,0,1,0,0,0,0,-5.9404,0.280579,5.9404,-0.150568,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 02:00 am",0,276.1,275.783,0,1,0,0,0,0,-5.71979,0.277522,5.71979,-0.145936,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 03:00 am",0,272.428,272.122,0,1,0,0,0,0,-5.51216,0.274203,5.51216,-0.140364,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 04:00 am",0,268.877,268.581,0,1,0,0,0,0,-5.31801,0.271,5.31801,-0.13524,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 05:00 am",0,265.438,265.151,0,1,0,0,0,0,-5.13343,0.267801,5.13343,-0.130484,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 06:00 am",0,262.104,261.825,0,1,0,0,0,0,-4.95739,0.264499,4.95739,-0.125941,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 07:00 am",0,271.788,275.169,424.346,1,0.4556,428,167.947,166.513,66.9901,0.329519,8.87344,1.63145,393,293,0,75.8635,0,0,0,0,1,0.99814,0.591385,7.49245
"Apr 26, 08:00 am",676.895,294.151,360.802,730.753,1,0.771547,731,286.844,286.747,209.587,0.393588,11.6521,129.587,373.949,293,676.895,221.239,0,0,0,0,1,0.999632,1,1.48934
"Apr 26, 09:00 am",982.341,293,391.604,863.435,0.97846,0.769962,876,343.742,338.812,243.428,0.392429,11.8255,237.969,391.604,293,982.341,255.253,0,0,0,0,1,0.997579,1,9.71582
"Apr 26, 10:00 am",825.914,293,392.507,713.465,1,0.768344,745,292.338,279.964,203.294,0.390907,11.814,202.022,392.507,293,825.914,215.108,0,0,0,0,0.999732,0.995749,1,16.7302
"Apr 26, 11:00 am",912.907,293,392.491,789.596,1,0.762023,852,334.325,309.838,224.287,0.389604,11.8165,223.261,392.491,293,912.907,236.103,0,0,0,0,0.992813,0.99444,1,22.0653
"Apr 26, 12:00 pm",204,293,383.955,125.744,1,0.757091,139,54.5436,49.3418,27.6299,0.364565,9.72634,45.3672,383.955,293,204,37.3562,0,0,0,0,0.986848,0.993975,1,25.2264
"Apr 26, 01:00 pm",204,293,358.197,13.5133,1,0.756204,15,5.886,5.30262,-3.15866,0.318489,7.16852,31.997,358.197,293,204,4.00986,0,0,0,0,0.985768,0.9939,1,25.7252
"Apr 26, 02:00 pm",204,293,329.202,29.3586,1,0.760015,32,12.5568,11.5203,1.88122,0.299187,6.8744,17.4436,329.202,293,204,8.75562,0,0,0,0,0.990396,0.99424,1,23.4429
"Apr 26, 03:00 pm",0,312.251,311.222,30.2917,1,0.766178,32,12.5568,11.8865,1.99322,0.297632,7.11392,-0.496895,393,293,0,9.10714,0,0,0,0,0.99748,0.995184,1,18.8061
"Apr 26, 04:00 pm",0,303.278,302.703,6.83892,1,0.769448,7,2.7468,2.68359,-5.00695,0.296973,7.07183,-0.274354,393,293,0,2.06488,0,0,0,0,1,0.996913,1,12.3154
"Apr 26, 05:00 pm",0,298.545,298.525,33.8972,1,0.77098,34,13.3416,13.3013,2.81985,0.301445,7.43515,-0.00953805,393,293,0,10.255,0,0,0,0,1,0.998898,1,4.45702
"Apr 26, 06:00 pm",0,300.413,300.656,44.872,1,0.607365,45,17.658,17.6078,3.17248,0.307633,7.52187,0.115884,393,293,0,10.6944,0,0,0,0,1,0.998931,0.787757,4.32186
"Apr 26, 07:00 pm",0,300.938,300.562,1.9438,1,0,2,0.7848,0.762747,-6.94204,0.299142,6.94204,-0.178759,393,293,0,0,0,0,0,0,1,0.996575,0,13.6148
"Apr 26, 08:00 pm",0,294.606,294.039,0,1,0,0,0,0,-6.7188,0.290686,6.7188,-0.267876,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 09:00 pm",0,288.898,288.508,0,1,0,0,0,0,-6.50871,0.288231,6.50871,-0.182906,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 10:00 pm",0,284.652,284.314,0,1,0,0,0,0,-6.25107,0.28505,6.25107,-0.15746,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 26, 11:00 pm",0,280.736,280.408,0,1,0,0,0,0,-5.99996,0.281658,5.99996,-0.151919,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 12:00 am",0,276.927,276.608,0,1,0,0,0,0,-5.7716,0.278378,5.7716,-0.146853,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 01:00 am",0,273.232,272.924,0,1,0,0,0,0,-5.56148,0.274813,5.56148,-0.141518,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 02:00 am",0,269.656,269.357,0,1,0,0,0,0,-5.36024,0.27148,5.36024,-0.136315,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 03:00 am",0,266.194,265.906,0,1,0,0,0,0,-5.16872,0.268053,5.16872,-0.131336,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 04:00 am",0,262.842,262.562,0,1,0,0,0,0,-4.99336,0.264836,4.99336,-0.12679,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 05:00 am",0,259.59,259.318,0,1,0,0,0,0,-4.82411,0.26151,4.82411,-0.122492,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 06:00 am",0,256.434,256.17,0,1,0,0,0,0,-4.6649,0.258282,4.6649,-0.118387,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 07:00 am",0,266.638,270.128,424.126,1,0.46464,428,167.947,166.427,68.819,0.324704,8.50978,1.69902,393,293,0,77.3288,0,0,0,0,1,0.998084,0.603153,7.71435
"Apr 27, 08:00 am",564.248,298.358,358.555,730.826,1,0.771592,731,286.844,286.776,209.436,0.395232,11.8381,120.399,381.878,293,564.248,221.274,0,0,0,0,1,0.999691,1,1.25167
"Apr 27, 09:00 am",979.825,293,391.842,864.079,0.973111,0.770011,876,343.742,339.065,242.239,0.391284,11.8237,237.969,391.842,293,979.825,254.063,0,0,0,0,1,0.997643,1,9.46314
"Apr 27, 10:00 am",827.657,293,392.51,714.491,1,0.7686,745,292.338,280.366,203.68,0.389639,11.81,202.454,392.51,293,827.657,215.49,0,0,0,0,0.999991,0.995824,1,16.4538
"Apr 27, 11:00 am",915.576,293,392.49,791.273,1,0.762435,852,334.325,310.495,224.934,0.38802,11.7988,223.914,392.49,293,915.576,236.732,0,0,0,0,0.993306,0.994484,1,21.7633
"Apr 27, 12:00 pm",204,293,384.003,126.076,1,0.757649,139,54.5436,49.4721,27.7603,0.363649,9.72224,45.3925,384.003,293,204,37.4825,0,0,0,0,0.987528,0.994024,1,24.9033
"Apr 27, 01:00 pm",204,293,358.294,13.5508,1,0.756797,15,5.886,5.31733,-3.13037,0.317241,7.15451,32.0462,358.294,293,204,4.02414,0,0,0,0,0.986491,0.99395,1,25.3933
"Apr 27, 02:00 pm",204,293,329.306,29.4308,1,0.760511,32,12.5568,11.5486,1.92326,0.297599,6.85961,17.4948,329.306,293,204,8.78287,0,0,0,0,0.990995,0.994288,1,23.116
"Apr 27, 03:00 pm",0,312.351,311.322,30.3477,1,0.766532,32,12.5568,11.9084,2.02524,0.296037,7.10295,-0.497191,393,293,0,9.12819,0,0,0,0,0.997855,0.99527,1,18.4926
"Apr 27, 04:00 pm",0,303.375,302.799,6.84659,1,0.769507,7,2.7468,2.6866,-4.99295,0.295067,7.06031,-0.274423,393,293,0,2.06736,0,0,0,0,1,0.99699,1,12.0176
"Apr 27, 05:00 pm",0,298.643,298.624,33.9098,1,0.771034,34,13.3416,13.3062,2.83424,0.299974,7.42531,-0.00925352,393,293,0,10.2596,0,0,0,0,1,0.998968,1,4.17333
"Apr 27, 06:00 pm",0,300.537,300.786,44.8554,1,0.61363,45,17.658,17.6012,3.28115,0.306163,7.5195,0.118612,393,293,0,10.8006,0,0,0,0,1,0.998863,0.795936,4.59489
"Apr 27, 07:00 pm",0,301.126,300.751,1.94157,1,0,2,0.7848,0.761872,-6.94098,0.297672,6.94098,-0.177987,393,293,0,0,0,0,0,0,1,0.996505,0,13.8838
"Apr 27, 08:00 pm",0,294.788,294.219,0,1,0,0,0,0,-6.71681,0.289378,6.71681,-0.268598,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 09:00 pm",0,289.071,288.68,0,1,0,0,0,0,-6.50695,0.287252,6.50695,-0.182987,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 10:00 pm",0,284.825,284.487,0,1,0,0,0,0,-6.25114,0.284392,6.25114,-0.157437,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 27, 11:00 pm",0,280.91,280.582,0,1,0,0,0,0,-6.00395,0.281207,6.00395,-0.152024,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 28, 12:00 am",0,277.097,276.778,0,1,0,0,0,0,-5.77714,0.278237,5.77714,-0.147052,393,293,0,0,0,0,0,0,0,0,0,0
