"Time stamp","Field total mass flow delivered | (kg/s)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field collector DNI-cosine product | (W/m2)","Field fraction of focused SCAs","Field optical efficiency before defocus","Resource Beam normal irradiance | (W/m2)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Receiver thermal power absorbed | (MWt)","Field piping thermal losses | (MWt)","Receiver thermal losses | (MWt)","Field thermal power leaving in HTF | (MWt)","Heat sink HTF inlet temp | (C)","Heat sink HTF outlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Receiver thermal power incident | (MWt)","TES charge mass flow rate | (kg/s)","TES charge thermal power | (MWt)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)"
"Apr 15, 08:00 pm",0,288.228,287.87,0,1,0,0,0,0,-6.4922,0.285866,6.4922,-0.167688,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 15, 09:00 pm",0,284.28,283.954,0,1,0,0,0,0,-6.21965,0.282947,6.21965,-0.151725,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 15, 10:00 pm",0,280.44,280.115,0,1,0,0,0,0,-5.966,0.279578,5.966,-0.150938,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 15, 11:00 pm",0,276.648,276.331,0,1,0,0,0,0,-5.74478,0.276515,5.74478,-0.146273,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 16, 12:00 am",0,272.968,272.66,0,1,0,0,0,0,-5.5351,0.273496,5.5351,-0.140878,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 16, 01:00 am",0,269.407,269.109,0,1,0,0,0,0,-5.33543,0.270601,5.33543,-0.13568,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 16, 02:00 am",0,265.959,265.671,0,1,0,0,0,0,-5.15114,0.267814,5.15114,-0.130919,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 16, 03:00 am",0,262.614,262.334,0,1,0,0,0,0,-4.97962,0.264811,4.97962,-0.12654,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 16, 04:00 am",0,259.366,259.094,0,1,0,0,0,0,-4.81446,0.261908,4.81446,-0.122336,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 16, 05:00 am",0,256.213,255.949,0,1,0,0,0,0,-4.65639,0.258893,4.65639,-0.118271,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 16, 06:00 am",0,253.15,252.894,0,1,0,0,0,0,-4.50831,0.255863,4.50831,-0.114459,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 16, 07:00 am",0,250.175,249.927,83.6557,1,0,84,32.9616,32.8265,-4.36053,0.251767,4.36053,-0.110651,393,293,0,0,0,0,0,0,1,0.998716,0,5.1893
"Apr 16, 08:00 am",0,254.57,256.415,146.655,1,0.771082,147,57.6828,57.5475,38.0911,0.289581,6.28279,0.830286,393,293,0,44.3739,0,0,0,0,1,0.99903,1,3.92451
"Apr 16, 09:00 am",0,276.515,277.073,4.88448,1,0.769443,5,1.962,1.91667,-3.66663,0.288213,5.14139,0.255949,393,293,0,1.47477,0,0,0,0,1,0.996906,1,12.3403
"Apr 16, 10:00 am",75.7485,290.592,302.042,398.086,1,0.765496,422,165.593,156.209,109.309,0.355388,10.2685,10.8267,383.485,293,75.7485,119.578,0,0,0,0,0.99675,0.995027,1,19.374
"Apr 16, 11:00 am",204,293,341.707,33.4688,1,0.757075,37,14.5188,13.1332,2.46553,0.337213,7.47725,23.6558,341.707,293,204,9.94278,0,0,0,0,0.986829,0.993974,1,25.2356
"Apr 16, 12:00 pm",668.966,293,371.249,666.148,1,0.750388,759,297.832,261.397,184.388,0.386886,11.7612,126.969,371.249,293,668.966,196.149,0,0,0,0,0.978633,0.993445,1,28.6379
"Apr 16, 01:00 pm",204,293,374.069,76.7792,1,0.749018,88,34.5312,30.1282,13.8056,0.351969,8.76094,40.186,374.069,293,204,22.5665,0,0,0,0,0.976943,0.993347,1,29.2505
"Apr 16, 02:00 pm",835.906,293,383.395,772.957,1,0.753926,867,340.211,303.308,216.87,0.387273,11.802,184.686,383.395,293,835.906,228.672,0,0,0,0,0.982982,0.993714,1,26.9338
"Apr 16, 03:00 pm",204,293,378.605,90.7584,1,0.761886,98,38.4552,35.6136,18.0555,0.355235,9.07797,42.5555,378.605,293,204,27.1335,0,0,0,0,0.992648,0.994426,1,22.1643
"Apr 16, 04:00 pm",204,293,351.292,9.63561,1,0.7688,10,3.924,3.78101,-4.03283,0.311249,6.93968,28.4836,351.292,293,204,2.90685,0,0,0,0,1,0.996074,1,15.5148
"Apr 16, 05:00 pm",330.299,293,356.138,375.746,1,0.770391,379,148.72,147.443,101.697,0.378681,11.8912,50.1055,356.138,293,330.299,113.589,0,0,0,0,1,0.998135,1,7.51314
"Apr 16, 06:00 pm",204,293,363.103,90.974,1,0.54333,91,35.7084,35.6982,10.6998,0.350628,8.69612,34.5109,363.103,293,204,19.3959,0,0,0,0,1,0.999662,0.704189,1.37079
"Apr 16, 07:00 pm",204,293,341.344,3.93033,1,0,4,1.5696,1.54226,-6.69538,0.305901,6.69538,23.4741,341.344,293,204,0,0,0,0,0,1,0.997325,0,10.7094
"Apr 16, 08:00 pm",204,293,314.066,0,1,0,0,0,0,-6.31478,0.286667,6.31478,10.0533,314.066,293,204,0,0,0,0,0,1,1,0,0
"Apr 16, 09:00 pm",0,296.991,295.849,0,1,0,0,0,0,-6.34449,0.283357,6.34449,-0.540807,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 16, 10:00 pm",0,287.016,286.497,0,1,0,0,0,0,-6.31925,0.284172,6.31925,-0.242768,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 16, 11:00 pm",0,282.163,281.834,0,1,0,0,0,0,-6.09045,0.282887,6.09045,-0.152796,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 12:00 am",0,278.415,278.101,0,1,0,0,0,0,-5.85017,0.279933,5.85017,-0.145157,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 01:00 am",0,274.73,274.419,0,1,0,0,0,0,-5.63316,0.27668,5.63316,-0.143035,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 02:00 am",0,271.113,270.81,0,1,0,0,0,0,-5.4325,0.273599,5.4325,-0.138406,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 03:00 am",0,267.604,267.31,0,1,0,0,0,0,-5.24616,0.270329,5.24616,-0.133501,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 04:00 am",0,264.202,263.918,0,1,0,0,0,0,-5.06498,0.26717,5.06498,-0.128814,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 05:00 am",0,260.905,260.63,0,1,0,0,0,0,-4.89327,0.264011,4.89327,-0.124354,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 06:00 am",0,257.707,257.44,0,1,0,0,0,0,-4.73085,0.26074,4.73085,-0.120167,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 07:00 am",0,254.605,254.346,45.7939,1,0,46,18.0504,17.9695,-4.56778,0.255994,4.56778,-0.115912,393,293,0,0,0,0,0,0,1,0.998657,0,5.42587
"Apr 17, 08:00 am",259.117,284.728,316.004,694.595,1,0.771136,696,273.11,272.559,199.461,0.3739,10.7189,53.278,383.027,293,259.117,210.18,0,0,0,0,1,0.9991,1,3.64075
"Apr 17, 09:00 am",955.127,293,388.816,835.118,1,0.769496,854,335.11,327.7,240.507,0.392048,11.6568,224.443,388.816,293,955.127,252.164,0,0,0,0,1,0.996976,1,12.0709
"Apr 17, 10:00 am",971.897,293,392.43,835.176,1,0.765579,885,347.274,327.723,239.205,0.390246,11.6927,237.534,392.43,293,971.897,250.898,0,0,0,0,0.996842,0.995043,1,19.3172
"Apr 17, 11:00 am",489.228,293,392.523,446.238,1,0.757641,492,193.061,175.104,120.995,0.389279,11.6707,119.687,392.523,293,489.228,132.666,0,0,0,0,0.987518,0.994023,1,24.9078
"Apr 17, 12:00 pm",892.04,293,392.503,782.865,1,0.751156,889,348.844,307.196,219.073,0.387711,11.6796,218.187,392.503,293,892.04,230.752,0,0,0,0,0.979579,0.993502,1,28.2836
"Apr 17, 01:00 pm",878.081,293,392.489,773.164,1,0.749847,883,346.489,303.389,215.821,0.386439,11.6746,214.74,392.489,293,878.081,227.496,0,0,0,0,0.977966,0.993406,1,28.8827
"Apr 17, 02:00 pm",892.28,293,392.484,779.919,1,0.754635,872,342.173,306.04,219.262,0.385379,11.6865,218.201,392.484,293,892.28,230.949,0,0,0,0,0.98385,0.993771,1,26.5682
"Apr 17, 03:00 pm",734.531,293,392.594,644.316,1,0.76237,694,272.326,252.83,181.085,0.385303,11.6643,179.835,392.594,293,734.531,192.75,0,0,0,0,0.993228,0.994477,1,21.8117
"Apr 17, 04:00 pm",204,293,372.457,8.68604,1,0.768869,9,3.5316,3.4084,-4.79411,0.327314,7.41472,39.3469,372.457,293,204,2.62062,0,0,0,0,1,0.996164,1,15.1784
"Apr 17, 05:00 pm",204,293,352.817,162.71,1,0.770453,164,64.3536,63.8474,39.7927,0.339408,9.39878,29.2568,352.817,293,204,49.1914,0,0,0,0,1,0.998216,1,7.19113
"Apr 17, 06:00 pm",204,293,337.921,3.99828,1,0.549838,4,1.5696,1.56892,-6.14751,0.311657,7.01016,21.7651,337.921,293,204,0.862653,0,0,0,0,1,0.999585,0.712678,1.68243
"Apr 17, 07:00 pm",204,293,316.153,3.92629,1,0,4,1.5696,1.54068,-6.34268,0.287683,6.34268,11.0639,316.153,293,204,0,0,0,0,0,1,0.997247,0,11.0162
"Apr 17, 08:00 pm",0,299.403,298.175,0,1,0,0,0,0,-6.35543,0.281873,6.35543,-0.583022,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 09:00 pm",0,288.503,287.939,0,1,0,0,0,0,-6.36261,0.282927,6.36261,-0.264205,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 10:00 pm",0,283.373,283.039,0,1,0,0,0,0,-6.15359,0.28241,6.15359,-0.155502,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 17, 11:00 pm",0,279.595,279.28,0,1,0,0,0,0,-5.90142,0.280013,5.90142,-0.145906,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 12:00 am",0,275.893,275.58,0,1,0,0,0,0,-5.68087,0.27736,5.68087,-0.144152,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 01:00 am",0,272.249,271.944,0,1,0,0,0,0,-5.48526,0.274869,5.48526,-0.139865,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 02:00 am",0,268.705,268.409,0,1,0,0,0,0,-5.30095,0.272505,5.30095,-0.135137,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 03:00 am",0,265.266,264.979,0,1,0,0,0,0,-5.12046,0.269727,5.12046,-0.130462,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 04:00 am",0,261.931,261.652,0,1,0,0,0,0,-4.9537,0.267051,4.9537,-0.126096,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 05:00 am",0,258.69,258.419,0,1,0,0,0,0,-4.79291,0.264258,4.79291,-0.121994,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 06:00 am",0,255.543,255.28,0,1,0,0,0,0,-4.6369,0.261037,4.6369,-0.117963,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 07:00 am",0,252.486,252.231,0,1,0,0,0,0,-4.48796,0.25791,4.48796,-0.1141,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 08:00 am",0,251.305,251.57,35.9356,1,0.771177,36,14.1264,14.1011,6.07109,0.264773,4.80337,0.118393,393,293,0,10.8745,0,0,0,0,1,0.999153,1,3.42817
"Apr 18, 09:00 am",199.422,282.103,307.125,580.828,1,0.769585,593,232.693,227.917,165.123,0.371445,10.2789,33.0375,378.216,293,199.422,175.401,0,0,0,0,1,0.99709,1,11.6261
"Apr 18, 10:00 am",658.864,293,382.932,608.834,1,0.765929,644,252.706,238.906,171.425,0.394871,11.5599,144.782,382.932,293,658.864,182.985,0,0,0,0,0.997215,0.995125,1,19.0219
"Apr 18, 11:00 am",800.674,293,392.031,706.578,1,0.758191,777,304.895,277.261,198.473,0.393206,11.7436,194.853,392.031,293,800.674,210.217,0,0,0,0,0.988186,0.994072,1,24.5821
"Apr 18, 12:00 pm",659.13,293,392.48,590.181,1,0.751901,668,262.123,231.587,162.384,0.391568,11.7464,161.18,392.48,293,659.13,174.131,0,0,0,0,0.980496,0.993558,1,27.932
"Apr 18, 01:00 pm",513,293,392.786,472.723,1,0.75065,538,211.111,185.496,127.483,0.390988,11.7601,125.855,392.786,293,513,139.243,0,0,0,0,0.978956,0.993464,1,28.518
"Apr 18, 02:00 pm",845.191,293,392.648,740.201,1,0.75532,825,323.73,290.455,207.623,0.389659,11.7636,207.049,392.648,293,845.191,219.386,0,0,0,0,0.984688,0.993826,1,26.2059
"Apr 18, 03:00 pm",318.822,293,392.329,302.463,1,0.762835,325,127.53,118.687,78.869,0.38915,11.6693,77.8372,392.329,293,318.822,90.5383,0,0,0,0,0.993785,0.994527,1,21.4626
"Apr 18, 04:00 pm",384.719,293,392.267,353.783,1,0.768937,366,143.618,138.825,95.0537,0.3901,11.6937,93.8624,392.267,293,384.719,106.747,0,0,0,0,1,0.996252,1,14.8453
"Apr 18, 05:00 pm",483.276,293,392.391,432.867,1,0.770515,436,171.086,169.857,119.182,0.390766,11.6958,118.064,392.391,293,483.276,130.877,0,0,0,0,1,0.998296,1,6.87249
"Apr 18, 06:00 pm",504.609,293,392.584,625.622,1,0.556323,626,245.642,245.494,124.845,0.391747,11.7293,123.531,392.584,293,504.609,136.574,0,0,0,0,1,0.999508,0.721139,1.99067
"Apr 18, 07:00 pm",204,293,371.597,64.7161,1,0,66,25.8984,25.3946,-7.32098,0.331393,7.32098,38.8999,371.597,293,204,0,0,0,0,0,1,0.997169,0,11.3196
"Apr 18, 08:00 pm",204,293,334.836,0,1,0,0,0,0,-6.38274,0.294639,6.38274,20.2307,334.836,293,204,0,0,0,0,0,1,1,0,0
"Apr 18, 09:00 pm",0,308.888,307.091,0,1,0,0,0,0,-6.47952,0.286672,6.47952,-0.864043,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 10:00 pm",0,293.532,292.813,0,1,0,0,0,0,-6.64912,0.289769,6.64912,-0.339118,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 18, 11:00 pm",0,287.5,287.151,0,1,0,0,0,0,-6.44356,0.290305,6.44356,-0.163237,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 12:00 am",0,283.621,283.297,0,1,0,0,0,0,-6.17914,0.287552,6.17914,-0.150593,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 01:00 am",0,279.794,279.469,0,1,0,0,0,0,-5.93453,0.284064,5.93453,-0.150645,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 02:00 am",0,276.005,275.689,0,1,0,0,0,0,-5.71453,0.280902,5.71453,-0.145944,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 03:00 am",0,272.331,272.025,0,1,0,0,0,0,-5.50828,0.277471,5.50828,-0.140494,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 04:00 am",0,268.776,268.479,0,1,0,0,0,0,-5.3181,0.274258,5.3181,-0.135487,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 05:00 am",0,265.328,265.041,0,1,0,0,0,0,-5.13468,0.270944,5.13468,-0.130772,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 06:00 am",0,261.986,261.706,0,1,0,0,0,0,-4.96418,0.26763,4.96418,-0.126324,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 07:00 am",0,259.569,259.535,32.8255,1,0.388071,33,12.9492,12.8807,-0.0117157,0.268463,5.01036,-0.0153169,393,293,0,4.99864,0,0,0,0,1,0.99854,0.503529,5.89511
"Apr 19, 08:00 am",0,264.362,265.654,102.841,1,0.771224,103,40.4172,40.3549,24.9028,0.293304,6.21988,0.587591,393,293,0,31.1227,0,0,0,0,1,0.999214,1,3.18191
"Apr 19, 09:00 am",0,281.824,283.014,72.5051,1,0.769603,74,29.0376,28.451,15.5127,0.306845,6.38326,0.551754,393,293,0,21.896,0,0,0,0,1,0.997114,1,11.5362
"Apr 19, 10:00 am",0,293.287,294.295,103.229,1,0.766267,109,42.7716,40.5069,23.7797,0.31472,7.25941,0.475052,393,293,0,31.0391,0,0,0,0,0.997574,0.995206,1,18.7284
"Apr 19, 11:00 am",0,301.51,301.267,6.3819,1,0.758725,7,2.7468,2.50426,-4.54781,0.303219,6.44785,-0.115559,393,293,0,1.90004,0,0,0,0,0.988834,0.99412,1,24.2586
"Apr 19, 12:00 pm",70.5985,303.443,313.724,301.874,1,0.753003,340,133.416,118.455,77.8619,0.361274,11.3358,9.15873,383.868,293,70.5985,89.1977,0,0,0,0,0.981849,0.993642,1,27.3907
"Apr 19, 01:00 pm",204,293,356.938,166.634,1,0.751427,189,74.1636,65.3872,38.2528,0.381705,10.8809,31.3538,356.938,293,204,49.1337,0,0,0,0,0.979913,0.993522,1,28.1565
"Apr 19, 02:00 pm",204,293,354.094,21.599,1,0.755983,24,9.4176,8.47547,-1.26559,0.332925,7.6729,29.9054,354.094,293,204,6.40731,0,0,0,0,0.985497,0.993881,1,25.8471
"Apr 19, 03:00 pm",204,293,331.145,19.5898,1,0.763283,21,8.2404,7.68703,-0.99698,0.30402,6.86436,18.4028,331.145,293,204,5.86738,0,0,0,0,0.994319,0.994576,1,21.1171
"Apr 19, 04:00 pm",165.476,306.621,332.549,296.83,1,0.768949,307,120.467,116.476,78.0969,0.365171,11.4672,20.3236,368.29,293,165.476,89.5641,0,0,0,0,1,0.996267,1,14.7868
"Apr 19, 05:00 pm",204,293,353.202,44.7056,1,0.770576,45,17.658,17.5425,5.03365,0.349172,8.48417,29.4525,353.202,293,204,13.5178,0,0,0,0,1,0.998374,1,6.55731
"Apr 19, 06:00 pm",204,293,335.376,0.999198,1,0.562787,1,0.3924,0.392085,-6.56227,0.307826,6.78293,20.499,335.376,293,204,0.22066,0,0,0,0,1,0.999433,0.729572,2.29542
"Apr 19, 07:00 pm",0,314.036,312.225,0,1,0,0,0,0,-6.67676,0.292845,6.67676,-0.875465,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 08:00 pm",0,297.605,296.788,0,1,0,0,0,0,-6.86465,0.292858,6.86465,-0.387329,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 09:00 pm",0,290.853,290.481,0,1,0,0,0,0,-6.67468,0.293424,6.67468,-0.174804,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 10:00 pm",0,286.807,286.475,0,1,0,0,0,0,-6.39641,0.290398,6.39641,-0.155216,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 19, 11:00 pm",0,282.878,282.544,0,1,0,0,0,0,-6.13602,0.287418,6.13602,-0.155561,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 12:00 am",0,278.981,278.655,0,1,0,0,0,0,-5.89654,0.283405,5.89654,-0.150647,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 01:00 am",0,275.207,274.892,0,1,0,0,0,0,-5.67605,0.279774,5.67605,-0.144713,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 02:00 am",0,271.56,271.256,0,1,0,0,0,0,-5.47037,0.276579,5.47037,-0.139354,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 03:00 am",0,268.029,267.734,0,1,0,0,0,0,-5.27899,0.273075,5.27899,-0.134409,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 04:00 am",0,264.607,264.321,0,1,0,0,0,0,-5.09313,0.26979,5.09313,-0.129638,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 05:00 am",0,261.29,261.013,0,1,0,0,0,0,-4.92285,0.266504,4.92285,-0.125197,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 06:00 am",0,258.071,257.802,0,1,0,0,0,0,-4.76155,0.263207,4.76155,-0.121078,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 07:00 am",0,254.945,254.683,0,1,0,0,0,0,-4.60526,0.259692,4.60526,-0.117061,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 08:00 am",0,251.91,251.656,0,1,0,1,0,0,-4.45612,0.255956,4.45612,-0.113171,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 09:00 am",0,251.01,251.351,41.19,1,0.769655,42,16.4808,16.1629,7.61002,0.263402,4.82987,0.152372,393,293,0,12.4399,0,0,0,0,1,0.997182,1,11.2711
"Apr 20, 10:00 am",0,259.953,261.313,97.7134,1,0.766595,103,40.4172,38.3427,23.6299,0.286867,5.76344,0.614947,393,293,0,29.3933,0,0,0,0,0.997921,0.995286,1,18.4367
"Apr 20, 11:00 am",0,272.99,273.096,4.56994,1,0.759242,5,1.962,1.79325,-3.61554,0.278073,4.97705,0.0483014,393,293,0,1.36151,0,0,0,0,0.989461,0.994168,1,23.9375
"Apr 20, 12:00 pm",0,272.669,273.392,106.695,1,0.753325,120,47.088,41.8669,25.2298,0.288005,6.3096,0.332647,393,293,0,31.5394,0,0,0,0,0.982245,0.993667,1,27.237
"Apr 20, 01:00 pm",70.7812,297.766,310.581,364.606,1,0.751718,413,162.061,143.071,96.7418,0.368617,10.8082,11.3678,384.498,293,70.7812,107.55,0,0,0,0,0.98027,0.993545,1,28.0115
"Apr 20, 02:00 pm",204,293,360.829,195.874,1,0.756622,217,85.1508,76.861,47.1318,0.384138,11.023,33.3435,360.829,293,204,58.1547,0,0,0,0,0.986278,0.993935,1,25.492
"Apr 20, 03:00 pm",204,293,367.505,126.222,1,0.763723,135,52.974,49.5296,28.2756,0.362884,9.55125,36.7802,367.505,293,204,37.8269,0,0,0,0,0.994832,0.994635,1,20.7752
"Apr 20, 04:00 pm",204,293,350.112,14.5423,1,0.769071,15,5.886,5.70641,-2.73203,0.318428,7.12066,27.8863,350.112,293,204,4.38863,0,0,0,0,1,0.996424,1,14.1898
"Apr 20, 05:00 pm",381.524,293,359.98,415.519,1,0.770636,418,164.023,163.05,113.785,0.382426,11.8673,61.5466,359.98,293,381.524,125.652,0,0,0,0,1,0.998452,1,6.2457
"Apr 20, 06:00 pm",231.288,293,380.018,302.689,1,0.569228,303,118.897,118.775,55.9088,0.391506,11.7012,49.0877,380.018,293,231.288,67.6101,0,0,0,0,1,0.999359,0.737976,2.59656
"Apr 20, 07:00 pm",204,293,366.678,6.84916,1,0,7,2.7468,2.68761,-7.32866,0.331401,7.32866,36.353,366.678,293,204,0,0,0,0,0,1,0.997016,0,11.9161
"Apr 20, 08:00 pm",204,293,332.908,0,1,0,0,0,0,-6.39474,0.294714,6.39474,19.2747,332.908,293,204,0,0,0,0,0,1,1,0,0
"Apr 20, 09:00 pm",0,307.997,306.251,0,1,0,0,0,0,-6.48552,0.286767,6.48552,-0.83826,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 10:00 pm",0,293.031,292.324,0,1,0,0,0,0,-6.64311,0.289538,6.64311,-0.332921,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 20, 11:00 pm",0,287.065,286.716,0,1,0,0,0,0,-6.44451,0.290048,6.44451,-0.163215,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 21, 12:00 am",0,283.176,282.852,0,1,0,0,0,0,-6.18106,0.287384,6.18106,-0.150863,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 21, 01:00 am",0,279.344,279.018,0,1,0,0,0,0,-5.93641,0.284321,5.93641,-0.150666,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 21, 02:00 am",0,275.553,275.236,0,1,0,0,0,0,-5.7169,0.281579,5.7169,-0.145965,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 21, 03:00 am",0,271.875,271.568,0,1,0,0,0,0,-5.5137,0.278456,5.5137,-0.140624,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 21, 04:00 am",0,268.314,268.017,0,1,0,0,0,0,-5.31796,0.275452,5.31796,-0.135534,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 21, 05:00 am",0,264.865,264.577,0,1,0,0,0,0,-5.13306,0.272351,5.13306,-0.130728,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 21, 06:00 am",0,261.522,261.242,0,1,0,0,0,0,-4.95903,0.269037,4.95903,-0.126226,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 21, 07:00 am",0,258.436,258.211,5.96309,1,0.40809,6,2.3544,2.33991,-3.87701,0.266216,4.8319,-0.101556,393,293,0,0.954896,0,0,0,0,1,0.998424,0.529565,6.35892
"Apr 21, 08:00 am",0,279.547,285.489,373.587,1,0.771317,374,146.758,146.595,103.253,0.35489,9.81859,4.05706,393,293,0,113.072,0,0,0,0,1,0.999335,1,2.69349
"Apr 21, 09:00 am",829.344,293,373.258,751.907,1,0.769707,766,300.578,295.048,215.49,0.397258,11.6108,161.656,373.258,293,829.344,227.101,0,0,0,0,1,0.997249,1,11.0076
"Apr 21, 10:00 am",308.525,293,391.074,297.432,1,0.766912,313,122.821,116.712,77.7727,0.395619,11.7352,74.3127,391.074,293,308.525,89.5079,0,0,0,0,0.998254,0.995365,1,18.147
"Apr 21, 11:00 am",430.607,293,391.932,395.812,1,0.759744,432,169.517,155.317,106.228,0.3945,11.7728,104.682,391.932,293,430.607,118.001,0,0,0,0,0.990068,0.994215,1,23.6188
"Apr 21, 12:00 pm",204,293,392.118,213.151,1,0.754004,239,93.7836,83.6405,51.2932,0.393202,11.7722,49.6919,392.118,293,204,63.0653,0,0,0,0,0.983078,0.99372,1,26.8939
"Apr 21, 01:00 pm",632.323,293,392.424,566.203,1,0.752909,638,250.351,222.178,155.494,0.39262,11.7859,154.531,392.424,293,632.323,167.28,0,0,0,0,0.981734,0.993634,1,27.4436
"Apr 21, 02:00 pm",957.298,293,392.506,831.036,1,0.75724,918,360.223,326.099,235.133,0.39131,11.8016,234.155,392.506,293,957.298,246.935,0,0,0,0,0.98703,0.993988,1,25.1406
"Apr 21, 03:00 pm",932.06,293,392.48,803.058,1,0.764173,857,336.287,315.12,228.997,0.390341,11.8086,227.919,392.48,293,932.06,240.806,0,0,0,0,0.995324,0.99473,1,20.437
"Apr 21, 04:00 pm",752.303,293,392.574,653.384,1,0.769136,673,264.085,256.388,185.402,0.390352,11.7955,184.148,392.574,293,752.303,197.197,0,0,0,0,1,0.996509,1,13.8675
"Apr 21, 05:00 pm",473.017,293,392.373,423.714,1,0.770695,426,167.162,166.266,116.394,0.390523,11.7457,115.536,392.373,293,473.017,128.14,0,0,0,0,1,0.998529,1,5.93778
"Apr 21, 06:00 pm",376.294,293,392.299,464.407,1,0.575645,465,182.466,182.233,93.1386,0.391575,11.7631,91.8383,392.299,293,376.294,104.902,0,0,0,0,1,0.999285,0.746352,2.89399
"Apr 21, 07:00 pm",204,293,371.366,326.446,1,0,334,131.062,128.097,-7.34807,0.331665,7.34807,38.7801,371.366,293,204,0,0,0,0,0,1,0.99694,0,12.2089
"Apr 21, 08:00 pm",204,293,334.723,0,1,0,0,0,0,-6.4117,0.295029,6.4117,20.1745,334.723,293,204,0,0,0,0,0,1,1,0,0
"Apr 21, 09:00 pm",0,308.815,307.018,0,1,0,0,0,0,-6.50511,0.287247,6.50511,-0.863414,393,293,0,0,0,0,0,0,0,0,0,0
"Apr 21, 10:00 pm",0,293.462,292.742,0,1,0,0,0,0,-6.67193,0.290321,6.67193,-0.339352,393,293,0,0,0,0,0,0,0,0,0,0
