"Time stamp","Field HTF mass flow rate total | (kg/s)","Field HTF temperature cold header inlet | (C)","Field HTF temperature hot header outlet | (C)","Field collector DNI-cosine product | (W/m2)","Field collector fraction of time period tracking","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector thermal and optical efficiency","Field collector tracking angle | (deg)","Field thermal power absorbed | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power pipe losses | (MWt)","Field thermal power receiver heat loss | (kJ/hr-m2)","Field thermal power receiver total loss | (MWt)","Field thermal power total incident | (MWt)","Field thermal power total produced | (MWt)","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","Resource Dry bulb temperature | (C)","Resource Beam normal irradiance | (W/m2)","System power generated | (kW)","Cycle electrical power output (gross) | (MWe)","Cycle electrical power output (gross, solar share) | (MWe)","Cycle electrical power output (net) | (MWe)","Cycle thermal energy dumped - TES is full | (MWt)","Cycle thermal energy dumped - min. load requirement | (MWt)","Cycle thermal energy dumped - solar field | (MWt)","Cycle thermal power input | (MWt)","Field collector cosine efficiency","Parasitic power total consumption | (MWe)","Parasitic power solar field HTF pump | (MWe)","Parasitic power generation-dependent load | (MWe)","Parasitic power freeze protection pump | (MWe)","Parasitic power fixed load | (MWe)","Parasitic power field collector drives | (MWe)","Parasitic power condenser operation | (MWe)","Parasitic power auxiliary heater operation | (MWe)","Parasitic power - online total | (MWe)","Parasitic power - offline total | (MWe)"
"Jul 2, 07:00 am",19.2359,293,393,388.984,1,1.00068,0.996033,0.847003,15.6703,0.501965,-72.5599,97.5253,152.637,4.29245,34.8024,13.6565,158.53,4.69859,994,73.6143,73.1989,15.0625,6,18.5,404,-354.198,0,0,-0.368956,0,0,0,0,0.962832,0.368956,-0.0247219,0,0,0.2893,0.104378,0,0,0,0.368956
"Jul 2, 08:00 am",727.751,293,393,658.125,1,1.00357,0.998276,1,6.95237,0.683276,-61.6412,195.812,258.248,4.19757,35.3022,13.8526,260.161,177.762,994,82.1107,61.8644,16.2422,6.8,20.5,663,50152.6,55.4094,55.4094,52.2423,0,0,22.4969,139.989,0.992647,3.16703,0.540421,1.33347,0,0.2893,0.104378,0.89946,0,3.16703,0
"Jul 2, 09:00 am",592.401,293,393,546.934,1,1.00074,0.99978,1,0.891507,0.674149,-50.266,162.516,214.617,4.11348,34.9163,13.7012,214.643,144.701,994,91.1592,50.2801,16.8312,5.7,22.3,547,50314.3,55.4094,55.4094,52.4107,0,0,4.71212,139.989,0.999879,2.99864,0.372026,1.33347,0,0.2893,0.104378,0.89946,0,2.99864,0
"Jul 2, 10:00 am",615.322,293,393,565.134,1,1.00363,0.99814,1,7.49187,0.671978,-38.1118,168.132,221.759,4.03977,35.1493,13.7926,223.668,150.3,994,102.028,38.7474,16.2047,7.8,23.9,570,50288.8,55.4094,55.4094,52.3842,0,0,10.3109,139.989,0.991463,3.02515,0.398536,1.33347,0,0.2893,0.104378,0.89946,0,3.02515,0
"Jul 2, 11:00 am",721.167,293,393,653.269,1,1.00274,0.996878,1,12.4498,0.671022,-25.0375,193.934,256.343,3.96251,35.2123,13.8173,262.516,176.154,994,117.55,27.804,16.85,7.5,25.6,669,50161.1,55.4094,55.4094,52.2512,0,0,36.1648,139.989,0.976485,3.15818,0.531569,1.33347,0,0.2893,0.104378,0.89946,0,3.15818,0
"Jul 2, 12:00 pm",845.625,293,393,757.821,1,1.00091,0.996108,1,15.3885,0.669703,-11.1595,224.388,297.369,3.88633,35.5433,13.9472,308.426,206.554,994,144.885,18.9518,17.2609,9.5,27.3,786,49989.5,55.4094,55.4094,52.0724,0,0,66.5651,139.989,0.964149,3.33694,0.710326,1.33347,0,0.2893,0.104378,0.89946,0,3.33694,0
"Jul 2, 01:00 pm",587.929,293,393,544.853,1,1.00034,0.995927,1,16.0667,0.64546,3.1365,161.208,213.8,3.84644,35.0484,13.753,222.491,143.609,994,190.757,16.3679,18.1219,8.5,28.2,567,50319.2,55.4094,55.4094,52.4158,0,0,3.61986,139.989,0.96094,2.99356,0.36695,1.33347,0,0.2893,0.104378,0.89946,0,2.99356,0
"Jul 2, 02:00 pm",747.168,293,393,675.089,1,1.00163,0.996368,1,14.4046,0.667287,17.3397,200.088,264.905,3.81123,35.096,13.7717,273.503,182.505,994,229.246,22.3835,17.9063,7.1,29,697,50127.2,55.4094,55.4094,52.2158,0,0,42.5158,139.989,0.968563,3.19353,0.56692,1.33347,0,0.2893,0.104378,0.89946,0,3.19353,0
"Jul 2, 03:00 pm",376.151,293,393,367.693,1,1.0034,0.99737,1,10.5371,0.626062,30.9179,109.282,144.283,3.79809,34.6702,13.6046,146.758,91.8793,994,250.099,32.4668,17.5031,8.1,29.3,374,31528.4,35.3754,35.3754,32.8421,0,0,0,91.8793,0.983137,2.5333,0.16221,1.07795,0,0.2893,0.104378,0.89946,0,2.5333,0
"Jul 2, 04:00 pm",407.918,293,393,393.611,1,1.00301,0.998811,1,4.80663,0.642841,43.5937,117.109,154.453,3.79371,34.8531,13.6764,154.998,99.639,994,263.047,43.7696,16.9391,9.5,29.4,395,34561.3,38.6021,38.6021,36.0014,0,0,0,99.639,0.996483,2.60071,0.188467,1.11911,0,0.2893,0.104378,0.89946,0,2.60071,0
"Jul 2, 05:00 pm",253.682,293,393,266.768,1,1.0018,0.999411,1,2.38678,0.591434,55.3803,79.322,104.68,3.81562,34.5092,13.5414,104.771,61.965,994,272.9,55.3727,16.5562,8.1,28.9,267,20142.5,22.8187,22.8187,20.9818,0,0,0,61.965,0.999132,1.83691,0.075701,0.917799,0,0.2893,0.104378,0.44973,0,1.83691,0
"Jul 2, 06:00 pm",192.198,293,393,216.207,1,1.00337,0.99734,1,10.6542,0.543817,66.5089,64.2552,84.8398,3.85528,34.2846,13.4533,86.328,46.9466,994,281.592,66.8849,16.3594,6.6,28,220,14189.9,16.5029,16.5029,14.7812,0,0,0,46.9466,0.982761,1.72173,0.0410802,0.837246,0,0.2893,0.104378,0.44973,0,1.72173,0
"Jul 2, 07:00 pm",0,324.142,319.741,6.59725,0.741578,0.996566,0.994984,0.689994,19.5305,0,75.8683,0.994076,2.58876,3.05026,27.4718,10.7799,2.7468,0,994,290.092,78.0285,15.9406,7.5,26.8,7,-355.488,0,0,-0.3703,0,0,0,0,0.942464,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 2, 08:00 pm",0,305.96,302.191,0,0,0.977575,0.992988,0,29.0244,0,0,0,0,2.47817,23.1919,9.1005,0,0,994,299.033,88.3156,15.5391,7.8,25.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.874413,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 2, 09:00 pm",0,290.31,287.033,0,0,0.941984,0.992142,0,38.4489,0,0,0,0,2.06244,19.8913,7.80536,0,0,994,308.934,97.7579,15.35,7.5,24.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.783163,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 2, 10:00 pm",0,276.628,273.74,0,0,0.883095,0.991097,0,47.4579,0,0,0,0,1.75031,17.3219,6.79713,0,0,994,320.245,106.047,15.0219,7.5,22.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.676131,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 2, 11:00 pm",0,264.53,261.96,0,0,0.797594,0.989848,0,55.2788,0,0,0,0,1.51064,15.231,5.97665,0,0,994,333.258,112.436,14.4813,6.8,21.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.569584,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 12:00 am",0,253.783,251.49,0,0,0.7056,0.988654,0,60.6811,0,0,0,0,1.32421,13.4107,5.26235,0,0,994,347.875,116.32,13.9016,4.7,19.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.48967,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 01:00 am",0,244.074,241.994,0,0,0.676343,0.988294,0,62.0245,0,0,0,0,1.17001,12.0485,4.72784,0,0,994,3.38703,117.212,13.3875,4.6,18.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.469094,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 02:00 am",0,235.17,233.26,0,0,0.742795,0.989125,0,58.7449,0,0,0,0,1.04568,10.9804,4.3087,0,0,994,18.6387,114.986,12.7344,5.4,17.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.51885,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 03:00 am",0,226.947,225.183,0,0,0.837739,0.99041,0,52.0872,0,0,0,0,0.933296,10.0791,3.95506,0,0,994,32.6127,109.948,12.6641,6.6,17,0,-355.488,0,0,-0.3703,0,0,0,0,0.614461,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 04:00 am",0,219.339,217.711,0,0,0.912068,0.991581,0,43.6192,0,0,0,0,0.841493,9.2373,3.62472,0,0,994,44.8759,102.665,12.8281,6.6,16.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.72394,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 05:00 am",0,212.268,210.76,0,0,0.95996,0.992533,0,34.3581,0,0,0,0,0.7579,8.51397,3.34088,0,0,994,55.5324,93.7303,12.5938,7.1,16.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.825526,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 06:00 am",0,205.722,204.332,6.36403,0.175524,0.988125,0.993522,0.55171,24.6121,0,-78.7424,0.179681,2.49725,0.686448,7.78894,3.05638,2.7468,0,994,64.9637,84.0581,12.5203,6,16.7,7,-355.488,0,0,-0.3703,0,0,0,0,0.909148,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 07:00 am",0,229.119,245.555,94.3716,1,1.0007,0.996041,0.842843,15.6398,0.467226,-72.6483,23.5453,37.0314,1.09139,11.4337,4.48658,38.4552,0,994,73.6535,73.2792,12.9953,4.9,17.8,98,-355.488,0,0,-0.3703,0,0,0,0,0.962976,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 08:00 am",348.366,293,393,564.86,1,1.00357,0.998285,1,6.91618,0.672348,-61.7248,168.064,221.651,4.24007,34.9249,13.7046,223.276,85.0927,994,82.1578,61.9432,13.7406,4.9,19.6,569,21340.3,24.1482,24.1482,22.2295,0,0,0,65.118,0.992723,1.9187,0.140534,0.934757,0,0.2893,0.104378,0.44973,0,1.9187,0
"Jul 3, 09:00 am",951.972,293,393,842.888,1,1.00078,0.999769,1,0.935429,0.702949,-50.3453,250.461,330.749,4.13206,35.1645,13.7985,330.793,232.531,994,91.2149,50.3585,14.7516,3.8,21.9,843,49824.5,55.4094,55.4094,51.9006,0,0,92.5417,139.989,0.999867,3.5088,0.882191,1.33347,0,0.2893,0.104378,0.89946,0,3.5088,0
"Jul 3, 10:00 am",999.131,293,393,880.311,1,1.00364,0.998127,1,7.54514,0.700385,-38.1859,261.898,345.434,4.03519,35.201,13.8129,348.451,244.05,994,102.093,38.8272,14.9375,4,24,888,49746,55.4094,55.4094,51.8187,0,0,104.061,139.989,0.991342,3.59066,0.964043,1.33347,0,0.2893,0.104378,0.89946,0,3.59066,0
"Jul 3, 11:00 am",1010.47,293,393,891.313,1,1.00271,0.996862,1,12.5132,0.688937,-25.1039,264.589,349.751,3.94899,35.2207,13.8206,358.261,246.819,994,117.615,27.8885,16.0172,4.4,25.9,913,49726.6,55.4094,55.4094,51.7985,0,0,106.83,139.989,0.976246,3.61085,0.984239,1.33347,0,0.2893,0.104378,0.89946,0,3.61085,0
"Jul 3, 12:00 pm",1008.58,293,393,891.526,1,1.00085,0.996089,1,15.4612,0.67873,-11.2143,263.957,349.835,3.87744,34.9659,13.7206,362.97,246.359,994,144.888,19.0418,15.8203,3.1,27.5,925,49729.8,55.4094,55.4094,51.8019,0,0,106.369,139.989,0.963811,3.60748,0.980865,1.33347,0,0.2893,0.104378,0.89946,0,3.60748,0
"Jul 3, 01:00 pm",1033.05,293,393,912.531,1,1.00027,0.995906,1,16.1454,0.6769,3.09479,269.97,358.077,3.82001,35.2078,13.8155,372.78,252.335,994,190.564,16.4398,15.8703,4.7,28.8,950,49687.4,55.4094,55.4094,51.7577,0,0,112.346,139.989,0.960559,3.65167,1.02506,1.33347,0,0.2893,0.104378,0.89946,0,3.65167,0
"Jul 3, 02:00 pm",1047.39,293,393,922.689,1,1.00157,0.996346,1,14.4893,0.684136,17.3107,273.451,362.063,3.77626,35.2642,13.8377,373.957,255.838,994,229.026,22.4179,16.05,5.2,29.8,953,49662.1,55.4094,55.4094,51.7314,0,0,115.849,139.989,0.968194,3.678,1.05139,1.33347,0,0.2893,0.104378,0.89946,0,3.678,0
"Jul 3, 03:00 pm",1056.99,293,393,927.812,1,1.00338,0.997347,1,10.6261,0.696992,30.9026,275.743,364.073,3.75452,35.1793,13.8044,370.426,258.184,994,249.932,32.482,15.925,4.6,30.3,944,49645,55.4094,55.4094,51.7135,0,0,118.195,139.989,0.982852,3.69582,1.06921,1.33347,0,0.2893,0.104378,0.89946,0,3.69582,0
"Jul 3, 04:00 pm",1042.69,293,393,914.649,1,1.00305,0.998788,1,4.89724,0.707036,43.5905,272.134,358.908,3.74152,34.9174,13.7016,360.223,254.691,994,262.916,43.7781,16.3813,3.1,30.6,918,49670.4,55.4094,55.4094,51.74,0,0,114.702,139.989,0.996349,3.66935,1.04273,1.33347,0,0.2893,0.104378,0.89946,0,3.66935,0
"Jul 3, 05:00 pm",980.843,293,393,864.305,1,1.00175,0.999433,1,2.29612,0.705847,55.3869,256.987,339.153,3.75452,34.7857,13.6499,339.426,239.583,994,272.789,55.3806,16.3937,2.8,30.3,865,49776.8,55.4094,55.4094,51.8509,0,0,99.5938,139.989,0.999197,3.5585,0.931891,1.33347,0,0.2893,0.104378,0.89946,0,3.5585,0
"Jul 3, 06:00 pm",850.148,293,393,756.948,1,1.00339,0.997363,1,10.5643,0.687275,66.523,224.97,297.027,3.78498,34.469,13.5256,302.148,207.659,994,281.493,66.8956,16.3969,2,29.6,770,49982.9,55.4094,55.4094,52.0655,0,0,67.6699,139.989,0.98305,3.34389,0.717276,1.33347,0,0.2893,0.104378,0.89946,0,3.34389,0
"Jul 3, 07:00 pm",277.699,293,393,566.733,0.739687,0.996682,0.995009,0.689581,19.4412,0.287626,75.8769,85.139,222.386,3.83761,34.3269,13.4699,235.832,67.8315,994,290,78.0445,15.8219,2.8,28.4,601,22472.2,25.2921,25.2921,23.4086,0,0,0,67.8315,0.942984,1.88358,0.0908243,0.949347,0,0.2893,0.104378,0.44973,0,1.88358,0
"Jul 3, 08:00 pm",0,324.267,319.895,186.409,0,0.97782,0.992995,0,28.936,0,0,0,73.147,3.04798,27.2491,10.6925,83.5812,0,994,298.944,88.3369,15.2813,3.3,27,213,-355.488,0,0,-0.3703,0,0,0,0,0.875161,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 09:00 pm",0,306.314,302.595,0,0,0.94242,0.992151,0,38.3605,0,0,0,0,2.50623,22.739,8.92278,0,0,994,308.847,97.7919,15.7031,3,25,0,-355.488,0,0,-0.3703,0,0,0,0,0.784121,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 10:00 pm",0,290.951,287.736,0,0,0.883844,0.991109,0,47.3691,0,0,0,0,2.11174,19.3158,7.57952,0,0,994,320.162,106.093,15.1875,1.5,23,0,-355.488,0,0,-0.3703,0,0,0,0,0.677273,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 3, 11:00 pm",0,277.429,274.571,0,0,0.798892,0.989865,0,55.1856,0,0,0,0,1.80954,16.9663,6.65759,0,0,994,333.182,112.497,14.0469,2.4,21,0,-355.488,0,0,-0.3703,0,0,0,0,0.57092,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 12:00 am",0,265.422,262.87,0,0,0.707496,0.988678,0,60.589,0,0,0,0,1.5783,14.9494,5.86616,0,0,994,347.812,116.393,13.375,2.2,19,0,-355.488,0,0,-0.3703,0,0,0,0,0.491072,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 01:00 am",0,254.724,252.441,0,0,0.6782,0.988316,0,61.9434,0,0,0,0,1.39164,13.193,5.17692,0,0,994,3.34408,117.297,12.6906,1.3,17.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.470344,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 02:00 am",0,245.044,242.969,0,0,0.743906,0.989139,0,58.6825,0,0,0,0,1.24184,11.8505,4.65014,0,0,994,18.6186,115.078,12.3188,1.2,15.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.51978,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 03:00 am",0,236.187,234.286,0,0,0.83826,0.990418,0,52.041,0,0,0,0,1.10813,10.7731,4.22735,0,0,994,32.6131,110.042,11.7875,1.5,14.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.615097,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 04:00 am",0,228.098,226.362,0,0,0.912314,0.991585,0,43.5826,0,0,0,0,0.993013,9.74625,3.82443,0,0,994,44.8923,102.757,11.3438,1.1,14,0,-355.488,0,0,-0.3703,0,0,0,0,0.724382,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 05:00 am",0,220.724,219.145,0,0,0.960087,0.992536,0,34.3254,0,0,0,0,0.893312,8.78528,3.44735,0,0,994,55.5605,93.8198,11.3219,0.4,13.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.825849,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 06:00 am",0,222.731,224.641,242.807,0.166726,0.988193,0.993532,0.549459,24.5788,0.0180869,-78.7889,6.48569,95.2776,0.935928,9.31394,3.65479,104.771,0,994,65.0011,84.1427,11.5094,0.3,14.4,267,-355.488,0,0,-0.3703,0,0,0,0,0.90939,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 07:00 am",249.547,293,393,610.635,1,1.00073,0.996051,0.8385,15.6035,0.537746,-72.7405,151.571,239.613,4.423,34.0645,13.3669,248.782,60.955,994,73.6991,73.3625,12.2063,0.3,15.8,634,11802.9,14.0168,14.0168,12.2947,0,0,0,40.9803,0.963146,1.72213,0.0731879,0.805537,0,0.2893,0.104378,0.44973,0,1.72213,0
"Jul 4, 08:00 am",881.033,293,393,783.328,1,1.00356,0.998295,1,6.87402,0.695092,-61.8118,233.066,307.378,4.34047,34.4607,13.5224,309.604,215.203,994,82.2117,62.0247,12.9688,0.6,17.5,789,49936.5,55.4094,55.4094,52.0172,0,0,75.214,139.989,0.992812,3.3922,0.765592,1.33347,0,0.2893,0.104378,0.89946,0,3.3922,0
"Jul 4, 09:00 am",965.735,293,393,853.874,1,1.00082,0.999757,1,0.985585,0.703926,-50.4274,253.733,335.06,4.24956,34.6344,13.5905,335.11,235.892,994,91.2785,50.4395,13.6969,0.9,19.4,854,49801.9,55.4094,55.4094,51.877,0,0,95.9035,139.989,0.999852,3.53233,0.905721,1.33347,0,0.2893,0.104378,0.89946,0,3.53233,0
"Jul 4, 10:00 am",1005.4,293,393,885.145,1,1.00364,0.998112,1,7.60493,0.700836,-38.262,263.333,347.331,4.1694,34.6115,13.5816,350.413,245.582,994,102.167,38.91,14.225,0.8,21.1,893,49735.3,55.4094,55.4094,51.8076,0,0,105.593,139.989,0.991204,3.60181,0.975194,1.33347,0,0.2893,0.104378,0.89946,0,3.60181,0
"Jul 4, 11:00 am",1012.21,293,393,892.046,1,1.00267,0.996843,1,12.5834,0.689366,-25.1713,264.793,350.039,4.09034,34.2997,13.4592,358.654,247.243,994,117.692,27.9766,15.1437,0.2,22.8,914,49723.6,55.4094,55.4094,51.7954,0,0,107.254,139.989,0.97598,3.61396,0.98735,1.33347,0,0.2893,0.104378,0.89946,0,3.61396,0
"Jul 4, 12:00 pm",1016.86,293,393,897.926,1,1.00078,0.996067,1,15.5407,0.679163,-11.269,265.829,352.346,4.03062,34.1921,13.417,365.717,248.381,994,144.904,19.137,15.5063,0.1,24.1,932,49715.6,55.4094,55.4094,51.787,0,0,108.392,139.989,0.96344,3.62233,0.995718,1.33347,0,0.2893,0.104378,0.89946,0,3.62233,0
"Jul 4, 01:00 pm",1013.49,293,393,895.813,1,1.00019,0.995883,1,16.2309,0.676187,3.0545,264.998,351.517,3.98059,34.3,13.4593,366.109,247.558,994,190.373,16.5186,16.0203,0.3,25.2,933,49721.4,55.4094,55.4094,51.7931,0,0,107.569,139.989,0.960143,3.61627,0.989663,1.33347,0,0.2893,0.104378,0.89946,0,3.61627,0
"Jul 4, 02:00 pm",1014.63,293,393,895.211,1,1.00151,0.996322,1,14.5803,0.682797,17.2843,265.285,351.281,3.94449,34.4176,13.5055,362.97,247.835,994,228.799,22.4584,16.625,0.6,26,925,49719.4,55.4094,55.4094,51.7911,0,0,107.846,139.989,0.967796,3.61831,0.991695,1.33347,0,0.2893,0.104378,0.89946,0,3.61831,0
"Jul 4, 03:00 pm",1011.59,293,393,890.186,1,1.00335,0.997323,1,10.7208,0.695031,30.8906,264.548,349.309,3.92653,34.4737,13.5275,355.514,247.094,994,249.757,32.5024,17.1031,0.8,26.4,906,49724.6,55.4094,55.4094,51.7965,0,0,107.105,139.989,0.982545,3.61286,0.98625,1.33347,0,0.2893,0.104378,0.89946,0,3.61286,0
"Jul 4, 04:00 pm",999.841,293,393,879.649,1,1.00308,0.998765,1,4.99316,0.704852,43.5914,261.723,345.174,3.92204,34.6017,13.5777,346.489,244.223,994,262.779,43.7914,17.2031,1.3,26.5,883,49744.8,55.4094,55.4094,51.8175,0,0,104.234,139.989,0.996205,3.59192,0.965303,1.33347,0,0.2893,0.104378,0.89946,0,3.59192,0
"Jul 4, 05:00 pm",953.804,293,393,842.378,1,1.00168,0.999457,1,2.20061,0.704302,55.3981,250.458,330.549,3.9355,34.517,13.5445,330.793,232.978,994,272.673,55.3931,16.9813,1.2,26.2,843,49821.5,55.4094,55.4094,51.8974,0,0,92.9892,139.989,0.999263,3.51192,0.885306,1.33347,0,0.2893,0.104378,0.89946,0,3.51192,0
"Jul 4, 06:00 pm",838.085,293,393,747.346,1,1.00342,0.997387,1,10.4699,0.686438,66.5421,222.126,293.259,3.97154,34.2563,13.4422,298.224,204.712,994,281.39,66.911,16.5328,0.8,25.4,760,50000.6,55.4094,55.4094,52.0839,0,0,64.7234,139.989,0.98335,3.32542,0.69881,1.33347,0,0.2893,0.104378,0.89946,0,3.32542,0
"Jul 4, 07:00 pm",270.67,293,393,557.624,0.737284,0.996803,0.995035,0.689047,19.3476,0.285089,75.8881,83.446,218.812,4.02149,33.9194,13.31,231.908,66.1146,994,289.903,78.0655,16.0187,0.7,24.3,591,21790.6,24.5684,24.5684,22.6986,0,0,0,66.1146,0.943526,1.86983,0.0863051,0.940116,0,0.2893,0.104378,0.44973,0,1.86983,0
"Jul 4, 08:00 pm",0,324.228,319.847,189.203,0,0.978074,0.993002,0,28.8435,0,0,0,74.2433,3.20171,26.928,10.5665,84.7584,0,994,298.851,88.363,15.5562,1.1,22.9,216,-355.488,0,0,-0.3703,0,0,0,0,0.87594,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 09:00 pm",0,306.315,302.606,0,0,0.942874,0.992161,0,38.2681,0,0,0,0,2.63059,22.343,8.76739,0,0,994,308.757,97.8316,15.6531,0.6,21.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.785122,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 10:00 pm",0,290.869,287.634,0,0,0.884627,0.991122,0,47.2757,0,0,0,0,2.20629,19.2282,7.54516,0,0,994,320.076,106.146,14.7953,0.8,19.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.678471,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 4, 11:00 pm",0,277.314,274.451,0,0,0.800253,0.989884,0,55.0872,0,0,0,0,1.8823,16.817,6.599,0,0,994,333.104,112.563,14.0156,1.2,18,0,-355.488,0,0,-0.3703,0,0,0,0,0.572329,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 5, 12:00 am",0,265.262,262.699,0,0,0.709505,0.988703,0,60.4906,0,0,0,0,1.63314,14.8807,5.8392,0,0,994,347.749,116.474,13.4312,1.5,16.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.492566,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 5, 01:00 am",0,254.475,252.172,0,0,0.680201,0.988341,0,61.8553,0,0,0,0,1.42067,13.2553,5.20139,0,0,994,3.30273,117.388,12.7094,1.6,15.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.4717,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 5, 02:00 am",0,244.724,242.636,0,0,0.745133,0.989155,0,58.6133,0,0,0,0,1.25226,11.9161,4.67588,0,0,994,18.6016,115.175,12.2,1.7,14.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.520812,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 5, 03:00 am",0,235.816,233.905,0,0,0.838852,0.990426,0,51.9884,0,0,0,0,1.10851,10.8374,4.25259,0,0,994,32.6179,110.141,11.8172,2.2,14.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.615821,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 5, 04:00 am",0,227.623,225.866,0,0,0.912599,0.99159,0,43.5399,0,0,0,0,0.988798,9.90478,3.88663,0,0,994,44.9137,102.854,11.6516,2.6,13.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.724895,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 5, 05:00 am",0,219.999,218.366,0,0,0.960236,0.992539,0,34.2868,0,0,0,0,0.884733,9.17526,3.60037,0,0,994,55.5942,93.9134,11.1438,3.8,13.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.826228,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 5, 06:00 am",0,219.693,220.04,186.483,0.157566,0.988272,0.993544,0.547108,24.5397,0.00218919,-78.8375,4.68784,73.1759,0.885696,9.24068,3.62604,80.442,0,994,65.0442,84.2306,11.5094,2.6,14.4,205,-355.488,0,0,-0.3703,0,0,0,0,0.909673,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jul 5, 07:00 am",176.458,293,393,551.033,1,1.00077,0.996062,0.833977,15.5614,0.526109,-72.8365,136.045,216.225,4.41811,34.5069,13.5405,224.453,43.1021,994,73.7508,73.4488,12.5016,2,15.9,572,4968.13,6.76475,6.76475,5.17513,0,0,0,23.1275,0.963344,1.58961,0.0331647,0.713041,0,0.2893,0.104378,0.44973,0,1.58961,0
"Jul 5, 08:00 am",833.511,293,393,744.684,1,1.00355,0.998307,1,6.82587,0.691795,-61.9021,221.569,292.214,4.33084,34.7676,13.6428,294.3,203.595,994,82.2726,62.109,13.4031,1.9,17.7,750,50007.3,55.4094,55.4094,52.0909,0,0,63.6062,139.989,0.992912,3.31848,0.691867,1.33347,0,0.2893,0.104378,0.89946,0,3.31848,0
