"Time stamp","Field HTF mass flow rate total | (kg/s)","Field HTF temperature cold header inlet | (C)","Field HTF temperature hot header outlet | (C)","Field collector DNI-cosine product | (W/m2)","Field collector fraction of time period tracking","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector thermal and optical efficiency","Field collector tracking angle | (deg)","Field thermal power absorbed | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power pipe losses | (MWt)","Field thermal power receiver heat loss | (kJ/hr-m2)","Field thermal power receiver total loss | (MWt)","Field thermal power total incident | (MWt)","Field thermal power total produced | (MWt)","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","Resource Dry bulb temperature | (C)","Resource Beam normal irradiance | (W/m2)","System power generated | (kW)","Cycle electrical power output (gross) | (MWe)","Cycle electrical power output (gross, solar share) | (MWe)","Cycle electrical power output (net) | (MWe)","Cycle thermal energy dumped - TES is full | (MWt)","Cycle thermal energy dumped - min. load requirement | (MWt)","Cycle thermal energy dumped - solar field | (MWt)","Cycle thermal power input | (MWt)","Field collector cosine efficiency","Parasitic power total consumption | (MWe)","Parasitic power solar field HTF pump | (MWe)","Parasitic power generation-dependent load | (MWe)","Parasitic power freeze protection pump | (MWe)","Parasitic power fixed load | (MWe)","Parasitic power field collector drives | (MWe)","Parasitic power condenser operation | (MWe)","Parasitic power auxiliary heater operation | (MWe)","Parasitic power - online total | (MWe)","Parasitic power - offline total | (MWe)"
"Jan 4, 08:00 am",0,179.534,178.446,0,0,0.978729,0.993022,0,28.6021,0,0,0,0,0.579832,5.72296,2.24569,0,0,999,118.609,90.7918,2.14375,2,2.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.877965,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 09:00 am",0,187.133,192.336,88.5509,0.560534,0.945348,0.992212,0.646237,37.7553,0.129875,-76.7813,8.93543,34.7474,0.65969,6.54407,2.56789,43.9488,0,999,128.503,81.5582,3.29688,2.2,4,112,-355.488,0,0,-0.3703,0,0,0,0,0.790633,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 10:00 am",44.9041,293,393,463.762,1,0.886917,0.991158,1,46.9996,0.384507,-64.9661,121.075,181.98,4.92624,34.5313,13.5501,266.832,10.9684,999,139.805,73.2582,4.80625,1.9,5.9,680,-360.745,0,0,-0.375777,0,0,0,0,0.682004,0.375777,-0.0179019,0,0,0.2893,0.104378,0,0,0,0.375777
"Jan 4, 11:00 am",354.568,293,393,444.42,1,0.803455,0.989928,1,54.8532,0.285897,-46.8316,104.976,174.39,4.83183,34.498,13.537,302.933,86.6077,999,152.82,66.8094,5.90312,2.4,7.7,772,25884.5,29.4032,29.4032,26.963,0,0,0,77.6013,0.575674,2.44019,0.145269,1.00178,0,0.2893,0.104378,0.89946,0,2.44019,0
"Jan 4, 12:00 pm",300.1,293,393,437.471,1,0.712587,0.988742,1,60.3383,0.21132,-22.9776,91.5384,171.664,4.75415,34.3558,13.4812,346.882,73.3031,999,167.466,62.8501,6.15312,2.3,9.2,884,24210.1,27.5964,27.5964,25.2188,0,0,0,73.3031,0.494877,2.37761,0.10574,0.978737,0,0.2893,0.104378,0.89946,0,2.37761,0
"Jan 4, 01:00 pm",236.513,293,393,380.449,1,0.680674,0.988347,1,61.8344,0.182661,5.69889,76.0113,149.288,4.70286,34.4988,13.5373,316.274,57.7711,999,183.043,61.8814,6.7625,3.7,10.2,806,18476.7,21.0507,21.0507,19.2466,0,0,0,57.7711,0.472021,1.8041,0.0654403,0.89525,0,0.2893,0.104378,0.44973,0,1.8041,0
"Jan 4, 02:00 pm",335.506,293,393,458.274,1,0.743674,0.989136,1,58.6956,0.236788,33.131,100.114,179.827,4.67228,34.3801,13.4908,346.097,81.9514,999,198.385,64.0432,7.20625,2.4,10.8,882,27627.6,31.2278,31.2278,28.7787,0,0,0,81.9514,0.519585,2.4491,0.130909,1.02505,0,0.2893,0.104378,0.89946,0,2.4491,0
"Jan 4, 03:00 pm",464.437,293,393,534.378,1,0.837547,0.990407,1,52.1042,0.332304,54.7793,131.645,209.69,4.67228,34.4759,13.5283,341.388,113.445,999,212.451,69.0332,6.97188,2,10.8,870,39937.7,44.3261,44.3261,41.6017,0,0,0,113.445,0.614228,2.72432,0.239069,1.19211,0,0.2893,0.104378,0.89946,0,2.72432,0
"Jan 4, 04:00 pm",340.981,293,393,416.076,1,0.911883,0.991577,0.908378,43.6467,0.369138,71.2508,101.493,163.268,4.71309,34.3823,13.4916,225.63,83.2887,999,224.792,76.2729,6.5625,2,10,575,28154.4,31.7878,31.7878,29.3275,0,0,0,83.2887,0.72361,2.46031,0.134975,1.0322,0,0.2893,0.104378,0.89946,0,2.46031,0
"Jan 4, 05:00 pm",0,323.246,318.634,239.427,0.137187,0.961113,0.99256,0.505863,34.0583,0,79.6886,4.70741,93.9513,3.73363,27.3718,10.7407,113.404,0,999,235.508,85.0939,5.675,2.2,8.8,289,-355.488,0,0,-0.3703,0,0,0,0,0.828468,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 06:00 pm",0,304.435,300.542,0,0,0.987558,0.993439,0,24.8888,0,0,0,0,3.01761,22.7278,8.91839,0,0,999,244.983,94.7889,6.09062,2.6,8.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.907127,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 07:00 pm",0,288.365,285.004,0,0,1.00073,0.99605,0,15.605,0,0,0,0,2.49406,19.3768,7.60346,0,0,999,253.708,105.657,6.11562,2.3,7.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.963139,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 08:00 pm",0,274.39,271.442,0,0,1.00356,0.998299,0,6.85705,0,0,0,0,2.0973,16.8197,6.60006,0,0,999,262.239,117.015,5.59375,2.4,7,0,-355.488,0,0,-0.3703,0,0,0,0,0.992847,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 09:00 pm",0,262.128,259.528,0,0,1.00084,0.999749,0,1.01575,0,0,0,0,1.79584,14.6732,5.75776,0,0,999,271.316,128.607,5.38438,1.6,6.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.999843,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 10:00 pm",0,251.162,248.823,0,0,1.00364,0.998103,0,7.63893,0,0,0,0,1.55749,13.0931,5.13772,0,0,999,282.191,140.138,4.8625,1.9,5.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.991125,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 4, 11:00 pm",0,241.274,239.161,0,0,1.00263,0.996822,0,12.666,0,0,0,0,1.3667,11.7346,4.60464,0,0,999,297.623,151.072,4.34062,1.8,5.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.975665,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 12:00 am",0,232.291,230.369,0,0,1.00068,0.996033,0,15.6713,0,0,0,0,1.21191,10.5855,4.15374,0,0,999,324.435,159.943,4.20937,1.6,4.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.962827,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 01:00 am",0,223.927,222.136,0,0,0.999945,0.99581,0,16.5042,0,0,0,0,1.07744,9.85139,3.86568,0,0,999,9.19498,162.726,3.3625,3.5,4.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.958799,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 02:00 am",0,216.133,214.47,0,0,1.00125,0.996226,0,14.9407,0,0,0,0,0.966391,9.11183,3.57548,0,0,999,47.7893,156.984,2.98438,4.5,4,0,-355.488,0,0,-0.3703,0,0,0,0,0.966193,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 03:00 am",0,208.947,207.421,0,0,1.00325,0.997228,0,11.0897,0,0,0,0,0.871432,8.29435,3.2547,0,0,999,69.0595,147.026,2.8625,3.5,3.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.981327,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 04:00 am",0,202.293,200.887,0,0,1.00321,0.998673,0,5.36095,0,0,0,0,0.790851,7.58933,2.97805,0,0,999,82.247,135.764,2.68438,2.7,3.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.995626,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 05:00 am",0,195.963,194.63,0,0,1.00144,0.999548,0,1.83249,0,0,0,0,0.721308,7.188,2.82057,0,0,999,92.2254,124.162,2.58437,4.5,3.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.999489,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 06:00 am",0,190.023,188.784,0,0,1.0035,0.997481,0,10.0982,0,0,0,0,0.662328,6.63286,2.60273,0,0,999,100.983,112.623,2.875,3.7,3.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.984509,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 07:00 am",0,184.359,183.184,0,0,0.997141,0.995108,0,19.081,0,0,0,0,0.611207,6.2657,2.45866,0,0,999,109.511,101.413,2.61875,4.7,3.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.945057,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 08:00 am",0,179.039,177.948,0,0,0.979136,0.993034,0,28.4505,0,0,0,0,0.566091,5.76848,2.26355,0,0,999,118.458,90.7936,2.5625,3.3,3.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.879229,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 09:00 am",0,174.022,173.003,1.58449,0.560002,0.946062,0.992226,0.645984,37.6043,0,-76.7866,0.159795,0.621753,0.522362,5.35976,2.10317,0.7848,0,999,128.35,81.5429,3.12813,2.8,4.3,2,-355.488,0,0,-0.3703,0,0,0,0,0.792244,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 10:00 am",0,231.948,271.215,192.178,1,0.88814,0.991178,1,46.8501,0.392383,-64.9923,50.2425,75.4108,1.61317,13.6682,5.36342,110.264,0,999,139.651,73.221,3.72813,2.4,4.9,281,-355.488,0,0,-0.3703,0,0,0,0,0.683909,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 11:00 am",0,242.745,240.604,9.82128,1,0.805396,0.989955,1,54.7095,0,-46.9008,2.32555,3.85387,1.37766,11.9413,4.68576,6.6708,0,999,152.67,66.7462,4.77187,2,6.1,17,-355.488,0,0,-0.3703,0,0,0,0,0.577722,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 12:00 pm",0,233.692,231.756,4.47125,1,0.715134,0.988774,1,60.2111,0,-23.1261,0.938958,1.75452,1.19945,10.7457,4.2166,3.5316,0,999,167.329,62.7591,5.37187,1.9,6.7,9,-355.488,0,0,-0.3703,0,0,0,0,0.496805,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 01:00 pm",0,241.727,248.061,64.8662,1,0.682804,0.988373,1,61.7398,0.125289,5.46746,13.0007,25.4535,1.41722,12.3551,4.84813,53.7588,0,999,182.932,61.7648,4.9,1.8,7.4,137,-355.488,0,0,-0.3703,0,0,0,0,0.473476,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 02:00 pm",0,309.078,358.256,324.229,1,0.744682,0.989149,1,58.6388,0.222615,32.8792,70.928,127.228,4.33638,31.0144,12.1701,244.465,0,999,198.308,63.9075,5.56563,2.4,8.3,623,-355.488,0,0,-0.3703,0,0,0,0,0.520432,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 03:00 pm",317.125,293,393,413.04,1,0.837888,0.990412,1,52.074,0.316796,54.5538,101.795,162.077,4.75415,34.4145,13.5043,263.693,77.4616,999,212.407,68.8863,5.99687,2.3,9.2,672,18313.2,20.9309,20.9309,19.0762,0,0,0,57.4869,0.614644,1.85473,0.117598,0.893722,0,0.2893,0.104378,0.44973,0,1.85473,0
"Jan 5, 04:00 pm",458.664,293,393,529.105,1,0.911995,0.991579,0.917463,43.6301,0.390575,71.0562,130.372,207.621,4.74386,34.642,13.5935,286.844,112.034,999,224.775,76.1214,6.11875,2.3,9.4,731,39388.7,43.7414,43.7414,41.0299,0,0,0,112.034,0.72381,2.71147,0.233672,1.18466,0,0.2893,0.104378,0.89946,0,2.71147,0
"Jan 5, 05:00 pm",0,323.261,318.652,67.1156,0.151096,0.961159,0.992561,0.51044,34.0461,0,79.5943,1.46658,26.3362,3.73864,27.3317,10.725,31.7844,0,999,235.512,84.9449,5.41875,3.3,8.7,81,-355.488,0,0,-0.3703,0,0,0,0,0.828588,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 06:00 pm",0,304.324,300.401,0,0,0.987586,0.993443,0,24.8753,0,0,0,0,3.02037,22.9492,9.00528,0,0,999,245.003,94.6368,4.71875,4.2,8,0,-355.488,0,0,-0.3703,0,0,0,0,0.907225,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 07:00 pm",0,288.109,284.717,0,0,1.00075,0.996055,0,15.5856,0,0,0,0,2.49178,19.6074,7.69395,0,0,999,253.74,105.507,4.275,4.2,7.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.96323,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 08:00 pm",0,274.123,271.176,0,0,1.00355,0.998307,0,6.82782,0,0,0,0,2.09544,16.8096,6.59609,0,0,999,262.282,116.866,3.90938,2.6,6.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.992908,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 09:00 pm",0,261.697,259.059,0,0,1.00087,0.999739,0,1.05816,0,0,0,0,1.79211,14.9524,5.86733,0,0,999,271.368,128.458,3.6,4,6.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.999829,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 10:00 pm",0,250.582,248.214,0,0,1.00365,0.998089,0,7.69718,0,0,0,0,1.55102,13.3123,5.22373,0,0,999,282.248,139.988,3.15625,4.2,5.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.99099,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 5, 11:00 pm",0,240.596,238.464,0,0,1.0026,0.996802,0,12.7426,0,0,0,0,1.3591,11.8749,4.65972,0,0,999,297.659,150.919,2.63438,3.5,4.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.975371,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 12:00 am",0,231.477,229.526,0,0,1.0006,0.996008,0,15.7649,0,0,0,0,1.20433,10.7917,4.23465,0,0,999,324.337,159.792,2.16875,4,4.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.962385,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 01:00 am",0,223.047,221.246,0,0,0.999841,0.99578,0,16.6151,0,0,0,0,1.07608,9.91504,3.89066,0,0,999,8.79013,162.625,1.39063,5,3.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.958247,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 02:00 am",0,215.223,213.556,0,0,1.00115,0.996192,0,15.0724,0,0,0,0,0.971986,9.11314,3.576,0,0,999,47.3905,156.956,0.590625,5.2,2.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.965598,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 03:00 am",0,207.887,206.33,0,0,1.0032,0.997191,0,11.2343,0,0,0,0,0.883576,8.46839,3.323,0,0,999,68.7705,147.033,-0.153125,6.2,1.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.980839,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 04:00 am",0,201.046,199.603,0,0,1.00325,0.998635,0,5.51241,0,0,0,0,0.803162,7.79504,3.05877,0,0,999,82.0239,135.784,-0.475,5.7,1.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.995375,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 05:00 am",0,194.673,193.337,0,0,1.00133,0.999586,0,1.67778,0,0,0,0,0.735413,7.15553,2.80783,0,0,999,92.0381,124.184,-0.640625,4.5,1,0,-355.488,0,0,-0.3703,0,0,0,0,0.999571,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 06:00 am",0,188.677,187.428,0,0,1.00352,0.997521,0,9.94227,0,0,0,0,0.676528,6.64742,2.60845,0,0,999,100.814,112.64,-1.01875,4.2,0.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.984982,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 07:00 am",0,182.978,181.8,0,0,0.997335,0.995151,0,18.9249,0,0,0,0,0.625636,6.23776,2.4477,0,0,999,109.352,101.422,-1.1625,4.5,0.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.945945,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 08:00 am",0,177.55,176.438,0,0,0.97955,0.993046,0,28.2945,0,0,0,0,0.579873,5.85899,2.29907,0,0,999,118.301,90.7892,-1.18438,4.7,0.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.880523,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 09:00 am",0,185.146,190.336,88.9161,0.559989,0.946789,0.992242,0.645914,37.4491,0.129784,-76.788,8.97303,34.8907,0.658789,6.65238,2.6104,43.9488,0,999,128.194,81.5212,0.38125,4.7,2.1,112,-355.488,0,0,-0.3703,0,0,0,0,0.793894,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 10:00 am",43.6507,293,393,466.39,1,0.88939,0.991198,1,46.6961,0.387398,-65.0111,122.106,183.012,5.02197,34.9476,13.7134,266.832,10.6622,999,139.494,73.177,1.6,3.7,4.1,680,-360.403,0,0,-0.37542,0,0,0,0,0.685868,0.37542,-0.0182587,0,0,0.2893,0.104378,0,0,0,0.37542
"Jan 6, 11:00 am",358.763,293,393,447.637,1,0.807386,0.989982,1,54.5607,0.28928,-46.962,106.259,175.653,4.92096,34.9288,13.7061,302.933,87.6323,999,152.517,66.6758,2.71875,4.5,6,772,26167.2,29.7048,29.7048,27.2576,0,0,0,78.3198,0.57984,2.44727,0.148505,1.00563,0,0.2893,0.104378,0.89946,0,2.44727,0
"Jan 6, 12:00 pm",304.502,293,393,440.96,1,0.717778,0.988807,1,60.0778,0.21442,-23.2672,92.9467,173.033,4.84225,34.9797,13.726,346.882,74.3784,999,167.192,62.6607,2.96875,5.7,7.5,884,24635.9,28.0488,28.0488,25.6624,0,0,0,74.3784,0.498824,2.38641,0.108763,0.984506,0,0.2893,0.104378,0.89946,0,2.38641,0
"Jan 6, 01:00 pm",239.37,293,393,382.881,1,0.685077,0.988401,1,61.6381,0.184868,5.23991,76.9962,150.243,4.78511,35.0203,13.742,316.274,58.4692,999,182.822,61.6411,3.83438,7,8.6,806,18753.9,21.3449,21.3449,19.5353,0,0,0,58.4692,0.475039,1.80953,0.0671163,0.899002,0,0.2893,0.104378,0.44973,0,1.80953,0
"Jan 6, 02:00 pm",336.419,293,393,459.865,1,0.745818,0.989163,1,58.5745,0.237432,32.6265,100.754,180.451,4.75415,35.2344,13.826,346.097,82.1743,999,198.234,63.7652,4.66875,7.8,9.2,882,27715.4,31.3212,31.3212,28.8702,0,0,0,82.1743,0.521389,2.45097,0.131583,1.02624,0,0.2893,0.104378,0.89946,0,2.45097,0
"Jan 6, 03:00 pm",463.789,293,393,535.188,1,0.83831,0.990418,1,52.0366,0.33184,54.3247,131.966,210.008,4.749,35.5022,13.9311,341.388,113.286,999,212.368,68.7335,4.69063,8.6,9.3,870,39876,44.2604,44.2604,41.5375,0,0,0,113.286,0.615158,2.72287,0.238461,1.19128,0,0.2893,0.104378,0.89946,0,2.72287,0
"Jan 6, 04:00 pm",347.999,293,393,416.353,1,0.912153,0.991582,0.926742,43.6066,0.376737,70.8572,103.645,163.377,4.79546,35.2877,13.8469,225.63,85.0031,999,224.764,75.9649,4.025,7.5,8.4,575,28829.3,32.5052,32.5052,30.0305,0,0,0,85.0031,0.724093,2.47474,0.140256,1.04135,0,0.2893,0.104378,0.89946,0,2.47474,0
"Jan 6, 05:00 pm",0,322.903,318.21,239.515,0.165341,0.961231,0.992562,0.515135,34.0273,0,79.4975,5.78031,93.9856,3.78663,27.8643,10.9339,113.404,0,999,235.522,84.7917,3.37187,5.7,7.2,289,-355.488,0,0,-0.3703,0,0,0,0,0.828771,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 06:00 pm",0,303.98,300.069,0,0,0.987627,0.993449,0,24.8552,0,0,0,0,3.05978,22.7386,8.92262,0,0,999,245.03,94.481,3.1625,3,6.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.907373,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 07:00 pm",0,287.84,284.464,0,0,1.00077,0.996062,0,15.5594,0,0,0,0,2.52835,19.3848,7.6066,0,0,999,253.779,105.353,2.875,2.7,6,0,-355.488,0,0,-0.3703,0,0,0,0,0.963353,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 08:00 pm",0,273.887,270.947,0,0,1.00355,0.998316,0,6.79176,0,0,0,0,2.12824,16.6755,6.54346,0,0,999,262.333,116.714,2.66563,1.8,5.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.992983,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 09:00 pm",0,261.586,258.975,0,0,1.00091,0.999727,0,1.10759,0,0,0,0,1.82196,14.6674,5.75549,0,0,999,271.429,128.307,2.3,1.8,4.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.999813,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 10:00 pm",0,250.675,248.351,0,0,1.00365,0.998072,0,7.76265,0,0,0,0,1.58006,12.9197,5.06971,0,0,999,282.315,139.835,2.1125,1.1,4.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.990836,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 6, 11:00 pm",0,240.839,238.736,0,0,1.00256,0.99678,0,12.8265,0,0,0,0,1.3879,11.5959,4.55025,0,0,999,297.709,150.762,1.5125,1.1,3.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.975047,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 12:00 am",0,231.929,230.024,0,0,1.00051,0.995981,0,15.8656,0,0,0,0,1.23239,10.411,4.08528,0,0,999,324.255,159.635,0.990625,0.7,3.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.961906,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 01:00 am",0,223.766,222.02,0,0,0.99973,0.995749,0,16.7324,0,0,0,0,1.09935,9.47862,3.71941,0,0,999,8.39249,162.515,0.76875,0.7,2.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.95766,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 02:00 am",0,216.246,214.641,0,0,1.00104,0.996155,0,15.2103,0,0,0,0,0.99167,8.64782,3.39341,0,0,999,46.9843,156.92,0.68125,0.5,2.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.964969,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 03:00 am",0,209.233,207.74,0,0,1.00316,0.997152,0,11.385,0,0,0,0,0.897821,8.00488,3.14111,0,0,999,68.4726,147.034,0.615625,0.7,2.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.980323,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 04:00 am",0,202.656,201.263,0,0,1.0033,0.998596,0,5.66949,0,0,0,0,0.816814,7.43758,2.91851,0,0,999,81.7933,135.798,0.18125,0.9,1.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.995108,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 05:00 am",0,196.501,195.206,0,0,1.00122,0.999625,0,1.51793,0,0,0,0,0.748006,6.87043,2.69596,0,0,999,91.8443,124.2,0.29375,0.7,1.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.999649,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 06:00 am",0,190.711,189.5,0,0,1.00355,0.997562,0,9.78161,0,0,0,0,0.68806,6.38262,2.50454,0,0,999,100.641,112.652,0.428125,0.6,1.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.985462,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 07:00 am",0,185.24,184.106,0,0,0.997531,0.995196,0,18.7643,0,0,0,0,0.636434,5.94774,2.33389,0,0,999,109.188,101.425,0.484375,0.5,1.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.94685,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 08:00 am",0,180.03,178.958,0,0,0.979971,0.993059,0,28.1343,0,0,0,0,0.590681,5.5944,2.19524,0,0,999,118.141,90.7787,0.40625,0.6,1.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.881845,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 09:00 am",0,221.52,249.509,361.193,0.560497,0.947528,0.992257,0.646028,37.2899,0.172847,-76.7857,36.5186,141.732,1.31081,11.2517,4.41517,178.15,0,999,128.034,81.4931,1.8375,0.6,3.4,454,-355.488,0,0,-0.3703,0,0,0,0,0.79558,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jan 7, 10:00 am",157.176,293,393,468.445,1,0.890663,0.991219,1,46.5376,0.390936,-65.0224,122.822,183.818,4.93681,34.1925,13.4172,267.224,38.3921,999,139.335,73.126,2.96562,0.7,5.7,681,-400.965,0,0,-0.417671,0,18.4174,0,0,0.687879,0.417671,0.023993,0,0,0.2893,0.104378,0,0,0,0.417671
"Jan 7, 11:00 am",373.365,293,393,459.8,1,0.809423,0.99001,1,54.4068,0.294194,-47.0151,109.425,180.426,4.82142,34.1613,13.4049,309.996,91.1989,999,152.364,66.5982,4.38438,1,7.9,790,31261.9,35.0919,35.0919,32.5644,0,0,0,91.1989,0.582026,2.52746,0.159983,1.07434,0,0.2893,0.104378,0.89946,0,2.52746,0
"Jan 7, 12:00 pm",312.085,293,393,445.829,1,0.720513,0.988841,1,59.9384,0.218278,-23.4006,94.3343,174.943,4.72845,34.0857,13.3752,349.236,76.2306,999,167.054,62.555,5.48125,1.2,9.7,890,25368.7,28.8274,28.8274,26.4258,0,0,0,76.2306,0.500931,2.40162,0.114041,0.994437,0,0.2893,0.104378,0.89946,0,2.40162,0
"Jan 7, 01:00 pm",219.747,293,393,355.148,1,0.687488,0.98843,1,61.5293,0.183609,5.01656,71.6727,139.36,4.70286,33.8785,13.2939,292.338,53.6759,999,182.715,61.5102,5.98125,1,10.2,745,16851.8,19.3265,19.3265,17.5539,0,0,0,53.6759,0.476709,1.77253,0.0558645,0.873258,0,0.2893,0.104378,0.44973,0,1.77253,0
