"Time stamp","1st operating mode","2nd op. mode, if applicable","3rd op. mode, if applicable","Field change in material/htf internal energy | (MWt)","Field collector DNI-cosine product | (W/m2)","Field collector cosine efficiency","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector tracking power | (MWe)","Field fraction of focused SCAs","Field freeze protection required | (MWt)","Field htf pumping power | (MWe)","Field optical efficiency before defocus","Field piping thermal losses | (MWt)","Field pressure drop | (bar)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power leaving in HTF | (MWt)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field total mass flow delivered | (kg/s)","Field total mass flow recirculated | (kg/s)","Heat sink HTF inlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Heat sink HTF outlet temp | (C)","Heat sink pumping power | (MWe)","Heat sink thermal power | (MWt)","Loop timestep-averaged inlet temperature | (C)","Loop timestep-averaged outlet temperature | (C)","Receiver mass flow rate | (kg/s)","Receiver thermal losses | (MWt)","Receiver thermal power absorbed | (MWt)","Receiver thermal power incident | (MWt)","Relative energy balance error","Relative mass flow balance error","Resource Beam normal irradiance | (W/m2)","Resource Dry bulb temperature | (C)","Resource Hour of Day","Resource Month","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","System total electrical parasitic | (MWe)","TES charge mass flow rate | (kg/s)","TES charge state | (MWht)","TES charge thermal power | (MWt)","TES cold temperature | (C)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","TES freeze protection power | (MWe)","TES hot temperature | (C)","TES thermal losses | (MWt)","Time at end of timestep | (hr)"
"Oct 12, 11:00 pm",1,0,0,-5.68732,0,0,0,0,0,0,0,1,0,0.0153866,0,0,0.536011,0,0,-0.166689,281.111,280.751,0,204,393,0,293,0,0,286.369,274.883,1.7,5.85502,-5.85502,0,0,0,0,17.5,0,10,995,321.559,142.114,13.5938,1.3,0.0153866,0,0,0,-273.15,0,0,0,-273.15,0,6840
"Oct 13, 12:00 am",1,0,0,-5.44817,0,0,0,0,0,0,0,1,0,0.015253,0,0,0.534111,0,0,-0.158681,276.959,276.614,0,204,393,0,293,0,0,282.023,270.968,1.7,5.60776,-5.60776,0,0,0,0,16.9,1,10,995,346.201,147.303,13.5406,0.7,0.015253,0,0,0,-273.15,0,0,0,-273.15,0,6841
"Oct 13, 01:00 am",1,0,0,-5.23295,0,0,0,0,0,0,0,1,0,0.0151279,0,0,0.532342,0,0,-0.151742,272.976,272.645,0,204,393,0,293,0,0,277.86,267.19,1.7,5.38557,-5.38557,0,0,0,0,16.5,2,10,995,14.3346,147.263,13.2969,1.2,0.0151279,0,0,0,-273.15,0,0,0,-273.15,0,6842
"Oct 13, 02:00 am",1,0,0,-5.02645,0,0,0,0,0,0,0,1,0,0.0150109,0,0,0.530696,0,0,-0.145053,269.148,268.83,0,204,393,0,293,0,0,273.863,263.563,1.7,5.17232,-5.17232,0,0,0,0,16.1,3,10,995,38.8914,142.014,13.6,0.7,0.0150109,0,0,0,-273.15,0,0,0,-273.15,0,6843
"Oct 13, 03:00 am",1,0,0,-4.83628,0,0,0,0,0,0,0,1,0,0.014901,0,0,0.529159,0,0,-0.138967,265.467,265.161,0,204,393,0,293,0,0,270.022,260.068,1.7,4.97602,-4.97602,0,0,0,0,15.8,4,10,995,57.1553,133.351,13.7297,0.7,0.014901,0,0,0,-273.15,0,0,0,-273.15,0,6844
"Oct 13, 04:00 am",1,0,0,-4.65683,0,0,0,0,0,0,0,1,0,0.0147976,0,0,0.527724,0,0,-0.133251,261.922,261.628,0,204,393,0,293,0,0,266.327,256.699,1.7,4.79082,-4.79082,0,0,0,0,15.6,5,10,995,70.7761,122.909,13.4125,0.3,0.0147976,0,0,0,-273.15,0,0,0,-273.15,0,6845
"Oct 13, 05:00 am",1,0,0,-4.49247,0,0,0,0,0,0,0,1,0,0.0147,0,0,0.52638,0,0,-0.128077,258.504,258.22,0,204,393,0,293,0,0,262.769,253.441,1.7,4.62126,-4.62126,0,0,0,0,15,6,10,995,81.7585,111.63,13.7109,0.4,0.0147,0,0,0,-273.15,0,0,0,-273.15,0,6846
"Oct 13, 06:00 am",1,0,0,-4.33364,0,0,0,0,0,0,0,1,0,0.014608,0,0,0.525123,0,0,-0.123052,255.204,254.93,0,204,393,0,293,0,0,259.336,250.3,1.7,4.45735,-4.45735,0,0,0,0,15.2,7,10,995,91.4813,100.042,13.4812,0.1,0.014608,0,0,0,-273.15,0,0,0,-273.15,0,6847
"Oct 13, 07:00 am",1,0,0,-4.56992,0,0,0,0,0,0,0,1,0,0.0145082,0,0,0.523794,0,0,-0.13333,251.868,251.57,0,204,393,0,293,0,0,255.995,246.51,1.7,4.70502,-4.70502,0,0,0,0,15.3,8,10,995,100.895,88.6569,13.8938,0,0.0145082,0,0,0,-273.15,0,0,0,-273.15,0,6848
"Oct 13, 08:00 am",2,0,0,-4.16829,1.87686,0.938431,0.995645,0.994794,0.682405,20.2103,0.0411968,1,0,0.0144306,0.35819,0,0.522784,0.7848,0.736481,-0.116523,248.499,248.237,0,204,393,0,293,0,0,252.621,243.777,1.7,4.54893,-4.28513,0.2638,0,0,2,16.5,9,10,995,110.779,77.8186,15.0156,0,0.0556274,0,0,0,-273.15,0,0,0,-273.15,0,6849
"Oct 13, 09:00 am",2,0,0,-3.42485,1.74257,0.871285,0.976544,0.993324,1,29.3917,0.06,1,0,0.0143724,0.748695,0,0.522042,0.7848,0.683784,-0.0890479,245.707,245.506,0,204,393,0,293,0,0,249.427,242.074,1.7,4.02492,-3.51298,0.511946,0,0,2,17.1,10,10,995,121.911,67.4433,15.1859,0.3,0.0743723,0,0,0,-273.15,0,0,0,-273.15,0,6850
"Oct 13, 10:00 am",2,0,0,-2.52899,4.76019,0.793365,0.946557,0.991881,1,37.4989,0.06,1,0,0.0143336,0.72465,0,0.52157,2.3544,1.8679,-0.0599616,243.66,243.524,0,204,393,0,293,0,0,246.695,241.201,1.7,3.94127,-2.5877,1.35357,0,0,6,17.8,11,10,995,135.14,58.3606,15.8469,0.4,0.0743336,0,0,0,-273.15,0,0,0,-273.15,0,6851
"Oct 13, 11:00 am",2,0,0,-3.30726,1.44109,0.720543,0.910162,0.990502,1,43.9007,0.06,1,0,0.0142611,0.695819,0,0.520811,0.7848,0.565482,-0.0974814,241.711,241.49,0,204,393,0,293,0,0,244.459,237.694,1.7,3.79978,-3.40631,0.393473,0,0,2,18.5,12,10,995,151.22,51.3898,16.5078,0.4,0.0742611,0,0,0,-273.15,0,0,0,-273.15,0,6852
"Oct 13, 12:00 pm",2,0,0,-2.58879,4.0496,0.674934,0.882305,0.989576,1,47.551,0.06,1,0,0.0142264,0.673892,0,0.520414,2.3544,1.58906,-0.0689891,239.333,239.176,0,204,393,0,293,0,0,242.168,236.474,1.7,3.72829,-2.65743,1.07086,0,0,6,19.1,13,10,995,170.145,47.5388,17.0688,0.6,0.0742264,0,0,0,-273.15,0,0,0,-273.15,0,6853
"Oct 13, 01:00 pm",2,0,0,-1.68361,7.42885,0.67535,0.88258,0.989585,1,47.5186,0.06,1,0,0.0142055,0.674108,0,0.520164,4.3164,2.91508,-0.0361558,237.861,237.778,0,204,393,0,293,0,0,240.111,236.357,1.7,3.68393,-1.71885,1.96508,0,0,11,19.8,14,10,995,190.317,47.6016,15.6203,1,0.0742055,0,0,0,-273.15,0,0,0,-273.15,0,6854
"Oct 13, 02:00 pm",2,0,0,-0.523536,11.5449,0.721556,0.910733,0.990522,1,43.8169,0.06,1,0,0.0142065,0.696269,0,0.520141,6.2784,4.53022,0.000704054,237.299,237.301,0,204,393,0,293,0,0,238.656,237.328,1.7,3.67659,-0.522338,3.15425,0,0,16,20.1,15,10,995,209.167,51.5641,15.3734,0.7,0.0742065,0,0,0,-273.15,0,0,0,-273.15,0,6855
"Oct 13, 03:00 pm",2,0,0,24.7919,107.263,0.794538,0.947072,0.991903,1,37.3884,0.06,1,0,0.0150592,0.72506,0,0.531106,52.974,42.0898,0.931615,246.726,248.822,0,204,393,0,293,0,0,239.707,284.505,1.7,5.14872,25.3689,30.5177,0,0,135,20.8,16,10,995,225.147,58.6168,15.8391,0.8,0.0750592,0,0,0,-273.15,0,0,0,-273.15,0,6856
"Oct 13, 04:00 pm",2,0,0,57.6344,228.539,0.872287,0.976876,0.993343,1,29.2745,0.06,1,0,0.0278786,0.748963,0,0.777819,102.809,89.6787,2.42651,283.501,287.877,0,242.553,393,0,293,0,0,255.359,347.525,2.02128,8.02834,59.1377,67.1661,0,0,262,21.1,17,10,995,238.29,67.7542,15.8266,0.7,0.0878786,0,0,0,-273.15,0,0,0,-273.15,0,6857
"Oct 13, 05:00 pm",2,0,0,-0.942652,35.6874,0.939143,0.995809,0.994827,0.673809,20.0918,0.0394187,1,0,0.0157033,0.338481,0,0.540479,14.9112,14.0038,-0.500387,310.063,309.02,0,204,393,0,293,0,0,284.184,292.644,1.7,6.15506,-1.41506,4.74,0,0,38,20.7,18,10,995,249.357,78.1653,15.6219,0.8,0.055122,0,0,0,-273.15,0,0,0,-273.15,0,6858
"Oct 13, 06:00 pm",1,0,0,-5.82317,0,0,0,0,0,0,0,1,0,0.0156934,0,0,0.540431,0,0,-0.413867,296.253,295.378,0,204,393,0,293,0,0,294.289,281.391,1.7,6.2923,-6.2923,0,0,0,1,20,19,10,995,259.194,88.9791,15.2734,0.5,0.0156934,0,0,0,-273.15,0,0,0,-273.15,0,6859
"Oct 13, 07:00 pm",1,0,0,-5.96465,0,0,0,0,0,0,0,1,0,0.0155917,0,0,0.53895,0,0,-0.222816,288.252,287.775,0,204,393,0,293,0,0,292.562,280.08,1.7,6.199,-6.199,0,0,0,0,19.3,20,10,995,268.577,100.438,14.6906,0.2,0.0155917,0,0,0,-273.15,0,0,0,-273.15,0,6860
"Oct 13, 08:00 pm",1,0,0,-5.78405,0,0,0,0,0,0,0,1,0,0.0154522,0,0,0.536948,0,0,-0.176852,283.256,282.876,0,204,393,0,293,0,0,288.414,276.685,1.7,5.96342,-5.96342,0,0,0,0,18.6,21,10,995,278.282,112.046,14.5375,0.7,0.0154522,0,0,0,-273.15,0,0,0,-273.15,0,6861
"Oct 13, 09:00 pm",1,0,0,-5.54819,0,0,0,0,0,0,0,1,0,0.0153157,0,0,0.535001,0,0,-0.163043,278.938,278.586,0,204,393,0,293,0,0,284.057,272.814,1.7,5.71239,-5.71239,0,0,0,0,17.9,22,10,995,289.269,123.343,14.5406,0.5,0.0153157,0,0,0,-273.15,0,0,0,-273.15,0,6862
"Oct 13, 10:00 pm",1,0,0,-5.33001,0,0,0,0,0,0,0,1,0,0.0151868,0,0,0.533173,0,0,-0.1551,274.869,274.531,0,204,393,0,293,0,0,279.826,268.982,1.7,5.48605,-5.48605,0,0,0,0,17.1,23,10,995,302.937,133.801,14.2875,1,0.0151868,0,0,0,-273.15,0,0,0,-273.15,0,6863
"Oct 13, 11:00 pm",1,0,0,-5.11655,0,0,0,0,0,0,0,1,0,0.0150663,0,0,0.531473,0,0,-0.148004,270.969,270.645,0,204,393,0,293,0,0,275.757,265.296,1.7,5.2654,-5.2654,0,0,0,0,16.4,0,10,995,321.342,142.468,13.5094,0.2,0.0150663,0,0,0,-273.15,0,0,0,-273.15,0,6864
"Oct 14, 12:00 am",1,0,0,-4.92505,0,0,0,0,0,0,0,1,0,0.014953,0,0,0.529885,0,0,-0.141864,267.221,266.91,0,204,393,0,293,0,0,271.847,261.733,1.7,5.06772,-5.06772,0,0,0,0,15.7,1,10,995,346.177,147.681,13.2,0.4,0.014953,0,0,0,-273.15,0,0,0,-273.15,0,6865
"Oct 14, 01:00 am",1,0,0,-4.74226,0,0,0,0,0,0,0,1,0,0.0148465,0,0,0.528402,0,0,-0.136008,263.611,263.311,0,204,393,0,293,0,0,268.086,258.302,1.7,4.87903,-4.87903,0,0,0,0,14.9,2,10,995,14.5801,147.618,12.7906,0.1,0.0148465,0,0,0,-273.15,0,0,0,-273.15,0,6866
"Oct 14, 02:00 am",1,0,0,-4.57584,0,0,0,0,0,0,0,1,0,0.014746,0,0,0.527013,0,0,-0.130745,260.13,259.84,0,204,393,0,293,0,0,264.463,254.982,1.7,4.70732,-4.70732,0,0,0,0,14.1,3,10,995,39.2792,142.31,12.225,0.2,0.014746,0,0,0,-273.15,0,0,0,-273.15,0,6867
"Oct 14, 03:00 am",1,0,0,-4.42076,0,0,0,0,0,0,0,1,0,0.0146511,0,0,0.52571,0,0,-0.125857,256.766,256.486,0,204,393,0,293,0,0,260.967,251.769,1.7,4.54733,-4.54733,0,0,0,0,13.3,4,10,995,57.5584,133.594,12.05,0.9,0.0146511,0,0,0,-273.15,0,0,0,-273.15,0,6868
"Oct 14, 04:00 am",1,0,0,-4.27148,0,0,0,0,0,0,0,1,0,0.0145614,0,0,0.52449,0,0,-0.121144,253.514,253.243,0,204,393,0,293,0,0,257.59,248.665,1.7,4.39329,-4.39329,0,0,0,0,12.9,5,10,995,71.1546,123.118,11.5719,1,0.0145614,0,0,0,-273.15,0,0,0,-273.15,0,6869
"Oct 14, 05:00 am",1,0,0,-4.12803,0,0,0,0,0,0,0,1,0,0.0144774,0,0,0.523372,0,0,-0.116588,250.369,250.108,0,204,393,0,293,0,0,254.326,245.667,1.7,4.24524,-4.24524,0,0,0,0,12.5,6,10,995,82.1107,111.821,11.3281,0.5,0.0144774,0,0,0,-273.15,0,0,0,-273.15,0,6870
"Oct 14, 06:00 am",1,0,0,-3.99451,0,0,0,0,0,0,0,1,0,0.0143998,0,0,0.5224,0,0,-0.112452,247.328,247.075,0,204,393,0,293,0,0,251.17,242.758,1.7,4.10756,-4.10756,0,0,0,0,12.2,7,10,995,91.8152,100.229,11.0281,0.8,0.0143998,0,0,0,-273.15,0,0,0,-273.15,0,6871
"Oct 14, 07:00 am",1,0,0,-3.8666,0,0,0,0,0,0,0,1,0,0.0143282,0,0,0.52156,0,0,-0.108483,244.383,244.137,0,204,393,0,293,0,0,248.116,239.942,1.7,3.97565,-3.97565,0,0,0,0,12.2,8,10,995,101.219,88.8252,10.7937,0.4,0.0143282,0,0,0,-273.15,0,0,0,-273.15,0,6872
"Oct 14, 08:00 am",1,0,0,-3.7397,0,0,0,0,0,0,0,1,0,0.014262,0,0,0.520833,0,0,-0.104525,241.531,241.294,0,204,393,0,293,0,0,245.158,237.222,1.7,3.84475,-3.84475,0,0,0,0,13.1,9,10,995,111.098,78.0298,11.7719,0.3,0.014262,0,0,0,-273.15,0,0,0,-273.15,0,6873
"Oct 14, 09:00 am",2,0,0,14.4283,66.8642,0.868366,0.975571,0.993268,1,29.7307,0.06,1,0,0.0147978,0.747907,0,0.527409,30.2148,26.2375,0.577915,245.623,246.927,0,204,393,0,293,0,0,243.597,269.148,1.7,4.76212,14.8611,19.6232,0,0,77,14.5,10,10,995,122.225,67.6838,12.625,0.8,0.0747978,0,0,0,-273.15,0,0,0,-273.15,0,6874
"Oct 14, 10:00 am",2,0,0,48.4387,200.551,0.789571,0.944875,0.991811,1,37.8545,0.06,1,0,0.0183303,0.723311,0,0.592478,99.6696,78.6963,1.82852,273.344,277.168,0,211.782,393,0,293,0,0,252.253,337.795,1.76485,7.60896,49.3129,56.9219,0,0,254,16.3,11,10,995,135.437,58.6401,12.8625,1.2,0.0783303,0,0,0,-273.15,0,0,0,-273.15,0,6875
"Oct 14, 11:00 am",2,6,0,48.9158,246.574,0.720978,0.910361,0.99051,1,43.8617,0.06,1,0,0.0251748,0.695976,0,0.717787,134.201,96.7558,8.76688,305.57,322.957,69.1608,160.703,374.485,69.1608,293,0.0380384,7.30025,279.216,374.341,1.91553,10.1927,57.1499,67.3426,0,0,342,18.1,12,10,995,151.466,51.7137,13.6469,1,0.123213,0,0,0,-273.15,0,0,0,-273.15,0,6876
"Oct 14, 12:00 pm",6,0,0,26.5782,392.655,0.67006,0.879059,0.989473,1,47.9283,0.06,1,0,0.103807,0.671343,0,1.83099,229.946,154.078,65.7252,293,366.626,369.103,0,366.626,369.103,293,0.203007,65.7252,290.779,392.43,3.07586,11.5225,91.9166,103.439,-4.84163e-05,0,586,20.3,13,10,995,170.288,47.9005,14.2844,1,0.366814,0,0,0,-273.15,0,0,0,-273.15,0,6877
"Oct 14, 01:00 pm",6,0,0,6.26114,383.627,0.670676,0.879473,0.989486,1,47.8807,0.06,1,0,0.0999846,0.671667,0,1.78509,224.453,150.535,83.2871,293,386.398,364.158,0,386.398,364.158,293,0.200287,83.2871,292.517,392.467,3.03465,11.5911,89.5184,101.109,-9.75132e-05,0,572,21.7,14,10,995,190.322,47.9785,14.9031,1.5,0.360272,0,0,0,-273.15,0,0,0,-273.15,0,6878
"Oct 14, 02:00 pm",6,0,0,1.50055,439.853,0.717541,0.90846,0.990443,1,44.1482,0.06,1,0,0.177762,0.694476,0,2.61236,240.541,172.598,106.769,293,391.285,442.264,0,391.285,442.264,293,0.243245,106.769,292.906,392.502,3.68553,11.6112,108.254,119.865,-0.000138007,0,613,22.4,15,10,995,209.053,51.9301,14.8219,1.6,0.481007,0,0,0,-273.15,0,0,0,-273.15,0,6879
"Oct 14, 03:00 pm",6,0,0,0.199941,437.628,0.791372,0.945675,0.991844,1,37.6861,0.06,1,0,0.201083,0.723948,0,2.83406,216.997,171.725,112.522,293,392.278,461.144,0,392.278,461.144,293,0.253629,112.522,292.986,392.436,3.84287,11.6143,112.706,124.32,-0.000148305,0,553,22.7,16,10,995,224.961,58.958,14.9266,2,0.514712,0,0,0,-273.15,0,0,0,-273.15,0,6880
"Oct 14, 04:00 pm",6,0,0,0.082529,341.025,0.869961,0.976104,0.993298,1,29.5459,0.06,1,0,0.0982687,0.748338,0,1.76447,153.821,133.818,88.4663,293,392.435,361.951,0,392.435,361.951,293,0.199073,88.4663,292.998,392.488,3.01626,11.6044,88.5368,100.141,-0.000116955,0,392,22.6,17,10,995,238.068,68.0694,14.8656,1.7,0.357342,0,0,0,-273.15,0,0,0,-273.15,0,6881
"Oct 14, 05:00 pm",6,0,0,-35.1801,47.8205,0.937657,0.995464,0.994758,0.666203,20.3383,0.0379625,1,0,0.0161212,0.322163,0,0.545985,20.0124,18.7648,35.325,293,364.685,204,0,364.685,204,293,0.1122,35.325,292.999,307.57,1.7,6.92583,-0.880518,6.04531,-2.46983e-05,0,51,21.5,18,10,995,249.118,78.4585,14.7031,2.4,0.166284,0,0,0,-273.15,0,0,0,-273.15,0,6882
"Oct 14, 06:00 pm",6,0,0,-21.0734,11,1,1,1,0,0,0,1,0,0.0156896,0,0,0.540261,4.3164,4.3164,15.353,293,324.949,204,0,324.949,204,293,0.1122,15.353,293,282.68,1.7,6.25864,-6.25864,0,-2.18661e-06,0,11,20.1,19,10,995,258.944,89.213,14.1625,2.4,0.12789,0,0,0,-273.15,0,0,0,-273.15,0,6883
"Oct 14, 07:00 pm",1,0,0,-5.74644,0,0,0,0,0,0,0,1,0,0.0158146,0,0,0.542191,0,0,-0.596996,303.171,301.92,0,204,393,0,293,0,0,297.044,282.146,1.7,6.44936,-6.44936,0,0,0,0,19.3,20,10,995,268.315,100.714,14.1437,2.9,0.0158146,0,0,0,-273.15,0,0,0,-273.15,0,6884
"Oct 14, 08:00 pm",1,0,0,-6.20431,0,0,0,0,0,0,0,1,0,0.0157322,0,0,0.540974,0,0,-0.255421,292.851,292.308,0,204,393,0,293,0,0,296.764,283.594,1.7,6.47753,-6.47753,0,0,0,0,18.4,21,10,995,278.008,112.324,14.025,2,0.0157322,0,0,0,-273.15,0,0,0,-273.15,0,6885
"Oct 14, 09:00 pm",1,0,0,-6.04516,0,0,0,0,0,0,0,1,0,0.0155865,0,0,0.538872,0,0,-0.189005,287.352,286.948,0,204,393,0,293,0,0,292.638,280.402,1.7,6.23758,-6.23758,0,0,0,0,17.5,22,10,995,288.982,123.635,13.4375,2,0.0155865,0,0,0,-273.15,0,0,0,-273.15,0,6886
"Oct 14, 10:00 pm",1,0,0,-5.79408,0,0,0,0,0,0,0,1,0,0.0154408,0,0,0.536786,0,0,-0.171536,282.8,282.43,0,204,393,0,293,0,0,288.111,276.418,1.7,5.96694,-5.96694,0,0,0,0,16.7,23,10,995,302.652,134.118,13.2234,2,0.0154408,0,0,0,-273.15,0,0,0,-273.15,0,6887
"Oct 14, 11:00 pm",1,0,0,-5.55016,0,0,0,0,0,0,0,1,0,0.0153036,0,0,0.53483,0,0,-0.16217,278.552,278.201,0,204,393,0,293,0,0,283.696,272.454,1.7,5.71331,-5.71331,0,0,0,0,15.8,0,10,995,321.119,142.82,12.8703,1.4,0.0153036,0,0,0,-273.15,0,0,0,-273.15,0,6888
"Oct 15, 12:00 am",1,0,0,-5.32912,0,0,0,0,0,0,0,1,0,0.015175,0,0,0.533006,0,0,-0.154856,274.493,274.156,0,204,393,0,293,0,0,279.456,268.61,1.7,5.48489,-5.48489,0,0,0,0,14.9,1,10,995,346.149,148.056,12.3609,1.7,0.015175,0,0,0,-273.15,0,0,0,-273.15,0,6889
"Oct 15, 01:00 am",1,0,0,-5.12091,0,0,0,0,0,0,0,1,0,0.0150545,0,0,0.531309,0,0,-0.14809,270.594,270.27,0,204,393,0,293,0,0,275.386,264.913,1.7,5.26985,-5.26985,0,0,0,0,14.1,2,10,995,14.8254,147.972,12.0297,1.5,0.0150545,0,0,0,-273.15,0,0,0,-273.15,0,6890
"Oct 15, 02:00 am",1,0,0,-4.92935,0,0,0,0,0,0,0,1,0,0.0149414,0,0,0.529724,0,0,-0.141939,266.842,266.53,0,204,393,0,293,0,0,271.474,261.346,1.7,5.07211,-5.07211,0,0,0,0,13.3,3,10,995,39.6674,142.605,11.2688,1.9,0.0149414,0,0,0,-273.15,0,0,0,-273.15,0,6891
"Oct 15, 03:00 am",1,0,0,-4.7501,0,0,0,0,0,0,0,1,0,0.014835,0,0,0.528243,0,0,-0.136209,263.227,262.926,0,204,393,0,293,0,0,267.709,257.905,1.7,4.88708,-4.88708,0,0,0,0,12.5,4,10,995,57.9607,133.835,10.9375,2.6,0.014835,0,0,0,-273.15,0,0,0,-273.15,0,6892
"Oct 15, 04:00 am",1,0,0,-4.57864,0,0,0,0,0,0,0,1,0,0.0147348,0,0,0.526859,0,0,-0.130727,259.741,259.451,0,204,393,0,293,0,0,264.081,254.588,1.7,4.7101,-4.7101,0,0,0,0,12.1,5,10,995,71.5312,123.325,10.4594,2.4,0.0147348,0,0,0,-273.15,0,0,0,-273.15,0,6893
"Oct 15, 05:00 am",1,0,0,-4.41717,0,0,0,0,0,0,0,1,0,0.0146403,0,0,0.525563,0,0,-0.12561,256.378,256.098,0,204,393,0,293,0,0,260.583,251.386,1.7,4.54346,-4.54346,0,0,0,0,11.7,6,10,995,82.4607,112.012,10.6062,2.2,0.0146403,0,0,0,-273.15,0,0,0,-273.15,0,6894
"Oct 15, 06:00 am",1,0,0,-4.26594,0,0,0,0,0,0,0,1,0,0.0145509,0,0,0.524348,0,0,-0.120864,253.131,252.86,0,204,393,0,293,0,0,257.207,248.289,1.7,4.38746,-4.38746,0,0,0,0,11.4,7,10,995,92.1464,100.416,10.4234,2.4,0.0145509,0,0,0,-273.15,0,0,0,-273.15,0,6895
"Oct 15, 07:00 am",1,0,0,-4.12161,0,0,0,0,0,0,0,1,0,0.0144675,0,0,0.523246,0,0,-0.116344,249.992,249.731,0,204,393,0,293,0,0,253.946,245.295,1.7,4.23857,-4.23857,0,0,0,0,11.4,8,10,995,101.54,88.9911,10.3062,2.2,0.0144675,0,0,0,-273.15,0,0,0,-273.15,0,6896
"Oct 15, 08:00 am",2,0,0,8.62131,104.667,0.934524,0.994723,0.994614,0.672033,20.8486,0.0392118,1,0,0.0148313,0.335378,0,0.527894,43.9488,41.0712,0.369108,251.785,252.611,0,204,393,0,293,0,0,251.72,266.596,1.7,4.84329,8.93111,13.7744,0,0,112,13.1,9,10,995,111.413,78.2417,11.4594,2.9,0.054043,0,0,0,-273.15,0,0,0,-273.15,0,6897
"Oct 15, 09:00 am",2,6,0,92.5922,385.737,0.866824,0.975046,0.993239,1,29.9064,0.06,1,0,0.109784,0.747482,0,1.90935,174.618,151.363,12.8005,289.752,304.189,62.7435,316.62,384.202,62.7435,293,0.0345089,7.04604,267.463,368.723,3.16136,9.66993,103.472,113.142,0,0,445,15.1,10,10,995,122.535,67.9251,12.6781,2.7,0.204293,0,0,0,-273.15,0,0,0,-273.15,0,6898
"Oct 15, 10:00 am",6,0,0,29.3959,460.469,0.785784,0.943174,0.991741,1,38.2068,0.06,1,0,0.21692,0.721958,0,2.98222,229.946,180.688,89.8198,293,371.161,473.792,0,371.161,473.792,293,0.260586,89.8198,290.158,392.371,3.94827,11.5661,118.883,130.449,-7.43555e-05,0,586,17.2,11,10,995,135.729,58.9198,12.7469,3.5,0.537505,0,0,0,-273.15,0,0,0,-273.15,0,6899
"Oct 15, 11:00 am",6,0,0,4.56589,466.753,0.711514,0.904989,0.990324,1,44.6418,0.06,1,0,0.210739,0.691739,0,2.92365,257.414,183.154,110.492,293,389.12,468.63,0,389.12,468.63,293,0.257746,110.492,292.599,392.404,3.90525,11.6578,115.037,126.695,-0.000136779,0,656,19.1,12,10,995,151.707,52.0372,13.5531,5,0.528486,0,0,0,-273.15,0,0,0,-273.15,0,6900
"Oct 15, 12:00 pm",6,0,0,0.691551,463.642,0.665197,0.875764,0.98937,1,48.3026,0.06,1,0,0.186603,0.668756,0,2.6975,273.503,181.933,109.332,293,391.959,449.605,0,391.959,449.605,293,0.247282,109.332,292.942,392.475,3.7467,11.661,110.008,121.669,-0.000143202,0,697,20.7,13,10,995,170.427,48.2608,14.3719,5.2,0.493886,0,0,0,-273.15,0,0,0,-273.15,0,6901
"Oct 15, 01:00 pm",6,0,0,0.0685893,477.528,0.666009,0.876318,0.989387,1,48.2402,0.06,1,0,0.206749,0.669191,0,2.8866,281.351,187.382,113.697,293,392.368,465.511,0,392.368,465.511,293,0.256031,113.697,292.991,392.422,3.87926,11.645,113.749,125.394,-0.000150117,0,717,21.8,14,10,995,190.325,48.3531,14.6906,4.2,0.52278,0,0,0,-273.15,0,0,0,-273.15,0,6902
"Oct 15, 02:00 pm",6,0,0,0.145213,496.616,0.713529,0.906158,0.990364,1,44.4772,0.06,1,0,0.260545,0.692661,0,3.36289,273.11,194.872,123.198,293,392.544,503.464,0,392.544,503.464,293,0.276905,123.198,292.999,392.644,4.19553,11.655,123.325,134.98,-0.000163218,0,696,22.4,15,10,995,208.939,52.2936,15.1344,3.7,0.59745,0,0,0,-273.15,0,0,0,-273.15,0,6903
"Oct 15, 03:00 pm",6,0,0,-0.0184799,506.814,0.788202,0.944262,0.991786,1,37.9822,0.06,1,0,0.319457,0.722824,0,3.84729,252.313,198.874,132.126,293,392.605,539.597,0,392.605,539.597,293,0.296779,132.126,293,392.599,4.49665,11.6626,132.088,143.751,-0.000175254,0,643,22.6,16,10,995,224.775,59.2967,15.3344,5,0.676236,0,0,0,-273.15,0,0,0,-273.15,0,6904
"Oct 15, 04:00 pm",6,0,0,0.0497906,451.165,0.867626,0.975322,0.993254,1,29.8161,0.06,1,0,0.244459,0.747705,0,3.22436,204.048,177.037,120.677,293,392.639,492.664,0,392.639,492.664,293,0.270965,120.677,293,392.667,4.10553,11.662,120.71,132.372,-0.000160174,0,520,22,17,10,995,237.847,68.3819,14.6563,4.4,0.575424,0,0,0,-273.15,0,0,0,-273.15,0,6905
