"Time stamp","Field HTF mass flow rate total | (kg/s)","Field HTF temperature cold header inlet | (C)","Field HTF temperature hot header outlet | (C)","Field collector DNI-cosine product | (W/m2)","Field collector fraction of time period tracking","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector thermal and optical efficiency","Field collector tracking angle | (deg)","Field thermal power absorbed | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power pipe losses | (MWt)","Field thermal power receiver heat loss | (kJ/hr-m2)","Field thermal power receiver total loss | (MWt)","Field thermal power total incident | (MWt)","Field thermal power total produced | (MWt)","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","Resource Dry bulb temperature | (C)","Resource Beam normal irradiance | (W/m2)","System power generated | (kW)","Cycle electrical power output (gross) | (MWe)","Cycle electrical power output (gross, solar share) | (MWe)","Cycle electrical power output (net) | (MWe)","Cycle thermal energy dumped - min. load requirement | (MWt)","Cycle thermal energy dumped - solar field | (MWt)","Cycle thermal power input | (MWt)","Field collector cosine efficiency","Parasitic power total consumption | (MWe)","Parasitic power solar field HTF pump | (MWe)","Parasitic power generation-dependent load | (MWe)","Parasitic power freeze protection pump | (MWe)","Parasitic power fixed load | (MWe)","Parasitic power field collector drives | (MWe)","Parasitic power condenser operation | (MWe)","Parasitic power auxiliary heater operation | (MWe)","Parasitic power - online total | (MWe)","Parasitic power - offline total | (MWe)"
"Jun 3, 04:00 pm",410.599,293,393,392.664,1,1.00298,0.998832,1,4.72056,0.648707,45.1651,117.403,154.081,4.01238,33.3752,13.0964,154.606,100.294,994,263.358,45.2523,15.125,5,24.5,394,34819,38.8738,38.8738,36.2698,0,0,100.294,0.996608,2.60403,0.188322,1.12257,0,0.2893,0.104378,0.89946,0,2.60403,0
"Jun 3, 05:00 pm",519.982,293,393,482.486,1,1.00196,0.999347,1,2.64469,0.670145,56.929,144.186,189.327,4.01693,33.5295,13.157,189.529,127.012,994,273.155,56.8525,15.2594,5,24.4,483,45243.4,49.9758,49.9758,47.1286,0,0,127.012,0.998935,2.84726,0.289954,1.26417,0,0.2893,0.104378,0.89946,0,2.84726,0
"Jun 3, 06:00 pm",386.889,293,393,373.952,1,1.00327,0.997241,1,11.0378,0.632105,68.0612,111.661,146.739,4.04893,33.4099,13.11,149.504,94.5024,994,281.876,68.3519,15.0281,5.6,23.7,381,32557.2,36.4675,36.4675,33.9137,0,0,94.5024,0.981501,2.55374,0.168717,1.09188,0,0.2893,0.104378,0.89946,0,2.55374,0
"Jun 3, 07:00 pm",0,324.328,320.004,109.045,0.593481,0.996017,0.994869,0.652389,19.9411,0,76.6059,12.486,42.7893,3.2221,26.6649,10.4633,45.5184,0,994,290.453,79.4656,14.4531,7.4,22.5,116,-355.488,0,0,-0.3703,0,0,0,0.940044,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 3, 08:00 pm",0,306.395,302.705,50.4731,0,0.976192,0.992948,0,29.5151,0,0,0,19.8056,2.63025,22.4097,8.79358,22.7592,0,994,299.515,89.5021,13.9562,7.6,21.3,58,-355.488,0,0,-0.3703,0,0,0,0.870226,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 3, 09:00 pm",0,290.961,287.752,0,0,0.939707,0.992097,0,38.9029,0,0,0,0,2.21808,19.1765,7.52487,0,0,994,309.587,99.0935,13.9094,7.4,19.3,0,-355.488,0,0,-0.3703,0,0,0,0.778211,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 3, 10:00 pm",0,277.477,274.649,0,0,0.880326,0.991053,0,47.7821,0,0,0,0,1.90498,16.6459,6.53186,0,0,994,321.123,107.267,12.5344,6.3,17.3,0,-355.488,0,0,-0.3703,0,0,0,0.671952,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 3, 11:00 pm",0,265.51,262.983,0,0,0.795187,0.989815,0,55.4501,0,0,0,0,1.66693,14.6689,5.75609,0,0,994,334.402,113.477,11.6844,5.9,15.2,0,-355.488,0,0,-0.3703,0,0,0,0.567124,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 12:00 am",0,254.796,252.524,0,0,0.709724,0.988706,0,60.4799,0,0,0,0,1.47728,13.0106,5.10538,0,0,994,349.276,117.108,10.3875,4.5,13.2,0,-355.488,0,0,-0.3703,0,0,0,0.49273,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 01:00 am",0,245.098,243.034,0,0,0.691332,0.988478,0,61.3539,0,0,0,0,1.31539,11.6907,4.58744,0,0,994,4.96313,117.689,10.2547,4.5,11.7,0,-355.488,0,0,-0.3703,0,0,0,0.479398,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 02:00 am",0,236.269,234.387,0,0,0.760557,0.989354,0,57.7122,0,0,0,0,1.18729,10.528,4.1312,0,0,994,20.2583,115.137,9.0625,3.2,10,0,-355.488,0,0,-0.3703,0,0,0,0.534173,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 03:00 am",0,228.175,226.451,0,0,0.850981,0.990604,0,50.8693,0,0,0,0,1.06921,9.56579,3.75362,0,0,994,34.1685,109.803,8.70938,2.8,9.1,0,-355.488,0,0,-0.3703,0,0,0,0.631091,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 04:00 am",0,220.692,219.099,0,0,0.920427,0.99173,0,42.3259,0,0,0,0,0.969128,8.7683,3.44068,0,0,994,46.3232,102.277,8.0875,2.8,8.4,0,-355.488,0,0,-0.3703,0,0,0,0.739327,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 05:00 am",0,213.72,212.239,0,0,0.964861,0.99265,0,33.0433,0,0,0,0,0.87658,8.11153,3.18297,0,0,994,56.8784,93.1586,7.65312,4,8.2,0,-355.488,0,0,-0.3703,0,0,0,0.838259,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 06:00 am",0,207.191,205.81,45.9141,0.238708,0.990616,0.993903,0.565221,23.3238,0,-78.4223,1.82033,18.0167,0.790988,7.54673,2.96134,19.62,0,994,66.245,83.3653,8.05313,5.3,8.6,50,-355.488,0,0,-0.3703,0,0,0,0.918282,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 07:00 am",0,263.739,304.068,209.247,1,1.00166,0.996378,0.873253,14.3648,0.527889,-71.9364,54.4268,82.1085,2.3484,18.6935,7.33534,84.7584,0,994,74.9236,72.4819,8.38437,6.9,9.4,216,-355.488,0,0,-0.3703,0,0,0,0.968736,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 08:00 am",483.29,293,393,580.121,1,1.0033,0.998589,1,5.69659,0.679434,-60.948,173.464,227.639,4.66212,34.0682,13.3683,228.769,118.05,994,83.4901,61.0877,9.04688,5,11,583,33883,37.9525,37.9525,35.2948,0,0,98.0748,0.995061,2.65777,0.253813,1.11082,0,0.2893,0.104378,0.89946,0,2.65777,0
"Jun 4, 09:00 am",216.914,293,393,236.845,1,1.0016,0.999489,1,2.07076,0.569727,-49.4625,70.7632,92.9381,4.62163,33.5313,13.1577,92.9988,52.9839,994,92.7239,49.485,8.75313,5.9,11.8,237,16578.3,19.0354,19.0354,17.269,0,0,52.9839,0.999347,1.76641,0.0534573,0.869546,0,0.2893,0.104378,0.44973,0,1.76641,0
"Jun 4, 10:00 am",644.316,293,393,586.392,1,1.00367,0.997871,1,8.56151,0.67635,-37.1677,175.276,230.1,4.54641,34.0153,13.3476,232.693,157.382,994,103.993,37.9931,9.62813,5,13.3,593,50260.8,55.4094,55.4094,52.355,0,17.393,139.989,0.988857,3.05441,0.4278,1.33347,0,0.2893,0.104378,0.89946,0,3.05441,0
"Jun 4, 11:00 am",911.994,293,393,807.485,1,1.00227,0.996637,1,13.3758,0.683977,-23.9399,240.727,316.857,4.46714,34.3899,13.4946,325.692,222.766,994,120.371,27.213,10.7203,5.6,14.9,830,49898.5,55.4094,55.4094,51.9776,0,82.7767,139.989,0.972873,3.4318,0.805183,1.33347,0,0.2893,0.104378,0.89946,0,3.4318,0
"Jun 4, 12:00 pm",685.906,293,393,623.379,1,1.00026,0.995904,1,16.153,0.657881,-9.91052,185.334,244.614,4.423,34.0724,13.37,254.668,167.541,994,149.28,18.8392,11.1516,5.9,15.8,649,50211.4,55.4094,55.4094,52.3035,0,27.5519,139.989,0.960522,3.10582,0.479212,1.33347,0,0.2893,0.104378,0.89946,0,3.10582,0
"Jun 4, 01:00 pm",521.972,293,393,488.664,1,0.999826,0.995776,1,16.6315,0.637095,4.55721,145.2,191.752,4.39374,33.9159,13.3086,200.124,127.498,994,194.895,17.1472,11.4,7.2,16.4,510,45434.6,50.1796,50.1796,47.3277,0,0,127.498,0.958165,2.85188,0.291972,1.26677,0,0.2893,0.104378,0.89946,0,2.85188,0
"Jun 4, 02:00 pm",471.248,293,393,445.925,1,1.00143,0.996292,1,14.6931,0.63632,18.8518,132.782,174.981,4.37917,33.8806,13.2948,180.896,115.108,994,230.94,23.6421,11.5438,7.9,16.7,461,40588.5,45.0161,45.0161,42.2797,0,0,115.108,0.967298,2.73646,0.242402,1.20091,0,0.2893,0.104378,0.89946,0,2.73646,0
"Jun 4, 03:00 pm",539.252,293,393,500.356,1,1.00339,0.99736,1,10.5741,0.659479,32.4295,149.442,196.34,4.36463,34.0431,13.3585,199.732,131.719,994,250.806,33.8324,11.6875,9.2,17,509,47100.6,51.9554,51.9554,49.0631,0,0,131.719,0.983018,2.89232,0.309762,1.28942,0,0.2893,0.104378,0.89946,0,2.89232,0
"Jun 4, 04:00 pm",474.11,293,393,446.534,1,1.00295,0.998853,1,4.63702,0.658762,45.0724,133.508,175.22,4.36463,33.9853,13.3358,175.795,115.807,994,263.465,45.1554,11.4531,9.8,17,448,40860.9,45.3063,45.3063,42.5634,0,0,115.807,0.996727,2.74285,0.245094,1.20462,0,0.2893,0.104378,0.89946,0,2.74285,0
"Jun 4, 05:00 pm",281.055,293,393,288.675,1,1.00201,0.999329,1,2.71791,0.605371,56.8284,86.2698,113.276,4.38888,33.7148,13.2297,113.404,68.6512,994,273.246,56.7563,11.4219,9.5,16.5,289,22798.7,25.6376,25.6376,23.7487,0,0,68.6512,0.998875,1.8889,0.0917362,0.953753,0,0.2893,0.104378,0.44973,0,1.8889,0
"Jun 4, 06:00 pm",0,323.911,319.49,26.4946,1,1.00325,0.997225,1,11.1029,0,67.9533,7.91097,10.3965,3.47893,26.7743,10.5062,10.5948,0,994,281.954,68.2537,11.0688,10.2,15.6,27,-355.488,0,0,-0.3703,0,0,0,0.981283,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 07:00 pm",0,305.574,301.8,9.39671,0.604171,0.995931,0.994852,0.654947,20.0036,0,76.5524,1.09952,3.68727,2.83361,22.5154,8.83504,3.924,0,994,290.521,79.3639,10.5938,10.8,14.5,10,-355.488,0,0,-0.3703,0,0,0,0.939671,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 08:00 pm",0,289.838,286.567,0,0,0.976027,0.992943,0,29.5728,0,0,0,0,2.36005,19.25,7.55371,0,0,994,299.573,89.4179,10.1578,10.3,13.4,0,-355.488,0,0,-0.3703,0,0,0,0.869729,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 09:00 pm",0,276.176,273.314,0,0,0.939399,0.99209,0,38.9632,0,0,0,0,1.99412,16.6427,6.5306,0,0,994,309.632,98.9802,10.0219,8.4,12.6,0,-355.488,0,0,-0.3703,0,0,0,0.77755,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 10:00 pm",0,264.147,261.61,0,0,0.879728,0.991044,0,47.8513,0,0,0,0,1.71471,14.5908,5.72544,0,0,994,321.151,107.149,9.37813,6.9,11.8,0,-355.488,0,0,-0.3703,0,0,0,0.671057,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 4, 11:00 pm",0,253.432,251.161,0,0,0.794022,0.989799,0,55.5322,0,0,0,0,1.49496,12.9264,5.07233,0,0,994,334.407,113.356,8.96875,5.6,11,0,-355.488,0,0,-0.3703,0,0,0,0.565943,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 12:00 am",0,243.724,241.659,0,0,0.707628,0.98868,0,60.5825,0,0,0,0,1.31777,11.6674,4.5783,0,0,994,349.253,116.989,8.79375,7.2,10.2,0,-355.488,0,0,-0.3703,0,0,0,0.49117,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 01:00 am",0,234.934,233.063,0,0,0.688744,0.988446,0,61.4723,0,0,0,0,1.15584,10.5077,4.12322,0,0,994,4.90913,117.578,8.78125,6.6,10.5,0,-355.488,0,0,-0.3703,0,0,0,0.477584,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 02:00 am",0,226.977,225.283,0,0,0.758546,0.989328,0,57.833,0,0,0,0,1.02449,9.43688,3.70303,0,0,994,20.1797,115.04,9.39375,3.8,10.8,0,-355.488,0,0,-0.3703,0,0,0,0.532388,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 03:00 am",0,219.611,218.042,0,0,0.849759,0.990586,0,50.9857,0,0,0,0,0.917512,8.70885,3.41735,0,0,994,34.0743,109.721,9.28125,5.6,11,0,-355.488,0,0,-0.3703,0,0,0,0.629514,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 04:00 am",0,212.756,211.301,0,0,0.919728,0.991717,0,42.4379,0,0,0,0,0.827601,8.04371,3.15635,0,0,994,46.2204,102.211,9.49844,6.9,11.1,0,-355.488,0,0,-0.3703,0,0,0,0.738009,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 05:00 am",0,206.376,205.027,0,0,0.964466,0.99264,0,33.1532,0,0,0,0,0.753099,7.4076,2.90674,0,0,994,56.7705,93.1059,9.92813,6.3,11.1,0,-355.488,0,0,-0.3703,0,0,0,0.837212,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 06:00 am",0,200.377,199.115,57.8041,0.243413,0.990415,0.993871,0.566446,23.4332,0,-78.3968,2.34141,22.6823,0.684511,6.91488,2.7134,24.7212,0,994,66.1321,83.3242,10.5063,7.4,11.6,63,-355.488,0,0,-0.3703,0,0,0,0.917525,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 07:00 am",0,286.829,349.646,321.46,1,1.00158,0.996349,0.875406,14.4761,0.537057,-71.8904,83.8117,126.141,3.43472,26.5315,10.411,130.277,0,994,74.8035,72.4482,11.5594,7.4,13.2,332,-355.488,0,0,-0.3703,0,0,0,0.968252,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 08:00 am",411.133,293,393,448.683,1,1.00334,0.998561,1,5.81031,0.657743,-60.9108,134.163,176.063,4.43768,33.9516,13.3226,176.972,100.424,994,83.358,61.0589,12.6094,8.4,15.5,451,26975.5,30.5984,30.5984,28.0994,0,0,80.4497,0.994862,2.49894,0.188774,1.01702,0,0.2893,0.104378,0.89946,0,2.49894,0
"Jun 5, 09:00 am",0,324.011,319.614,12.9924,1,1.00152,0.999517,1,1.95429,0,-49.4363,3.88162,5.09823,3.44667,26.673,10.4665,5.1012,0,994,92.5718,49.4573,12.3594,8.6,16.5,13,-355.488,0,0,-0.3703,0,0,0,0.999418,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 10:00 am",131.526,293,393,211.681,1,1.00367,0.997901,1,8.44281,0.545722,-37.1554,63.2747,83.0636,4.29245,33.527,13.156,83.9736,32.1269,994,103.807,37.9609,12.9531,9.5,18.5,214,8410.93,10.3762,10.3762,8.76139,0,0,32.1269,0.989163,1.61482,0.0123075,0.759103,0,0.2893,0.104378,0.44973,0,1.61482,0
"Jun 5, 11:00 am",336.11,293,393,333.86,1,1.00233,0.996669,1,13.2563,0.609979,-23.9448,99.5402,131.007,4.20227,33.7381,13.2388,134.593,82.0991,994,120.134,27.1652,13.6812,10.6,20.4,343,27687.4,31.2897,31.2897,28.841,0,0,82.0991,0.973354,2.44861,0.129634,1.02584,0,0.2893,0.104378,0.89946,0,2.44861,0
"Jun 5, 12:00 pm",38.2846,293,393,89.3819,1,1.00037,0.995936,1,16.0346,0.256253,-9.93626,26.5773,35.0734,4.16004,33.2971,13.0658,36.4932,9.35149,994,149.02,18.7561,13.9562,10.6,21.3,93,-358.892,0,0,-0.373846,9.35149,0,0,0.961095,0.373846,-0.019832,0,0,0.2893,0.104378,0,0,0,0.373846
"Jun 5, 01:00 pm",12.6217,293,393,68.0694,1,0.999931,0.995806,1,16.5195,0.110659,4.50814,20.2287,26.7104,4.12741,33.176,13.0183,27.8604,3.08299,994,194.843,17.0302,13.875,9.4,22,71,-352.651,0,0,-0.367345,3.08299,0,0,0.958723,0.367345,-0.0263336,0,0,0.2893,0.104378,0,0,0,0.367345
"Jun 5, 02:00 pm",786.314,293,393,703.549,1,1.0015,0.996318,1,14.5923,0.67327,18.7841,209.515,276.073,4.0581,34.1227,13.3898,285.275,192.067,994,231.045,23.5321,14.75,7.9,23.5,727,50081.7,55.4094,55.4094,52.1685,0,52.0779,139.989,0.967743,3.2409,0.614285,1.33347,0,0.2893,0.104378,0.89946,0,3.2409,0
"Jun 5, 03:00 pm",510.107,293,393,474.934,1,1.00341,0.997383,1,10.4854,0.657418,32.3484,141.855,186.364,4.02149,33.7261,13.2341,189.529,124.6,994,250.92,33.7333,15.0031,8.1,24.3,483,44296.3,48.9664,48.9664,46.142,0,0,124.6,0.983301,2.82446,0.280023,1.2513,0,0.2893,0.104378,0.89946,0,2.82446,0
"Jun 5, 04:00 pm",403.392,293,393,386.772,1,1.00292,0.998872,1,4.55981,0.647177,44.9818,115.638,151.769,4.01238,33.3651,13.0925,152.251,98.5335,994,263.563,45.0612,14.9688,5,24.5,388,34132.2,38.1431,38.1431,35.5544,0,0,98.5335,0.996835,2.58866,0.182272,1.11325,0,0.2893,0.104378,0.89946,0,2.58866,0
"Jun 5, 05:00 pm",155.354,293,393,183.783,1,1.00205,0.999312,1,2.78502,0.525572,56.7306,54.9243,72.1163,4.03062,32.993,12.9465,72.2016,37.9472,994,273.33,56.6627,15.1938,4.5,24.1,184,10662,12.7619,12.7619,11.1063,0,0,37.9472,0.998819,1.6556,0.0226636,0.789531,0,0.2893,0.104378,0.44973,0,1.6556,0
"Jun 5, 06:00 pm",414.196,293,393,396.358,1,1.00323,0.99721,1,11.162,0.638193,67.8486,118.344,155.531,4.05351,33.4289,13.1175,158.53,101.172,994,282.027,68.1582,14.6156,5.3,23.6,404,35161.7,39.2385,39.2385,36.6268,0,0,101.172,0.981084,2.61173,0.191372,1.12722,0,0.2893,0.104378,0.89946,0,2.61173,0
"Jun 5, 07:00 pm",0,324.448,320.152,0,0.614543,0.995853,0.994836,0.657423,20.0603,0,76.5006,0,0,3.23499,26.4132,10.3645,0,0,994,290.583,79.2654,14.2922,5.3,22.3,0,-355.488,0,0,-0.3703,0,0,0,0.939332,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 08:00 pm",0,306.679,303.024,5.21569,0,0.975877,0.992939,0,29.6248,0,0,0,2.04664,2.6436,22.1097,8.67584,2.3544,0,994,299.625,89.3352,13.7391,2.8,21.2,6,-355.488,0,0,-0.3703,0,0,0,0.869281,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 09:00 pm",0,291.377,288.194,0,0,0.939121,0.992085,0,39.0177,0,0,0,0,2.22475,18.9669,7.4426,0,0,994,309.672,98.871,13.6406,2.7,19.5,0,-355.488,0,0,-0.3703,0,0,0,0.776951,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 10:00 pm",0,278.003,275.197,0,0,0.87918,0.991035,0,47.9144,0,0,0,0,1.90598,16.486,6.46911,0,0,994,321.175,107.035,12.4875,2.4,17.8,0,-355.488,0,0,-0.3703,0,0,0,0.67024,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 5, 11:00 pm",0,266.145,263.641,0,0,0.792945,0.989785,0,55.6078,0,0,0,0,1.65876,14.5368,5.70426,0,0,994,334.409,113.24,11.5906,2.4,16.2,0,-355.488,0,0,-0.3703,0,0,0,0.564855,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 6, 12:00 am",0,255.514,253.258,0,0,0.705658,0.988655,0,60.6783,0,0,0,0,1.46526,12.9385,5.07708,0,0,994,349.226,116.876,10.7109,2.2,14.5,0,-355.488,0,0,-0.3703,0,0,0,0.489713,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 6, 01:00 am",0,245.831,243.768,0,0,0.686276,0.988415,0,61.5841,0,0,0,0,1.3122,11.7062,4.59351,0,0,994,4.8544,117.474,9.70938,3.4,12.6,0,-355.488,0,0,-0.3703,0,0,0,0.475868,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 6, 02:00 am",0,236.958,235.066,0,0,0.756612,0.989303,0,57.9483,0,0,0,0,1.18701,10.6171,4.16616,0,0,994,20.1021,114.949,9.05937,3.6,10.7,0,-355.488,0,0,-0.3703,0,0,0,0.530684,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 6, 03:00 am",0,228.822,227.088,0,0,0.848579,0.990569,0,51.0974,0,0,0,0,1.07145,9.63821,3.78203,0,0,994,33.9822,109.646,8.27188,3,9.6,0,-355.488,0,0,-0.3703,0,0,0,0.627999,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 6, 04:00 am",0,221.265,219.655,0,0,0.919051,0.991705,0,42.5458,0,0,0,0,0.971534,8.88869,3.48792,0,0,994,46.1207,102.151,8.09688,4.2,8.8,0,-355.488,0,0,-0.3703,0,0,0,0.736737,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 6, 05:00 am",0,214.309,212.833,0,0,0.964084,0.992631,0,33.259,0,0,0,0,0.877775,8.08349,3.17196,0,0,994,56.6664,93.0588,8.30937,2.5,8.7,0,-355.488,0,0,-0.3703,0,0,0,0.8362,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 6, 06:00 am",0,224.473,231.837,312.626,0.247602,0.990219,0.99384,0.567537,23.5385,0.0596956,-78.3742,12.9031,122.674,1.07832,9.7782,3.83697,133.808,0,994,66.0236,83.2882,8.65781,1.2,9.4,341,-355.488,0,0,-0.3703,0,0,0,0.916792,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Jun 6, 07:00 am",333.529,293,393,649.383,1,1.00151,0.996321,0.877307,14.5831,0.576363,-71.8496,169.659,254.818,4.6672,33.7284,13.235,263.3,81.4684,994,74.6883,72.4194,9.41562,0.9,10.9,671,19904.2,22.62,22.62,20.7335,0,0,61.4937,0.967783,1.88643,0.127753,0.915265,0,0.2893,0.104378,0.44973,0,1.88643,0
"Jun 6, 08:00 am",934.74,293,393,823.585,1,1.00336,0.998534,1,5.91947,0.702729,-60.8785,246.264,323.175,4.57138,34.0742,13.3707,324.907,228.322,994,83.2314,61.0349,10.5344,1.5,12.8,828,49862.8,55.4094,55.4094,51.9404,0,88.3327,139.989,0.994668,3.46894,0.842327,1.33347,0,0.2893,0.104378,0.89946,0,3.46894,0
"Jun 6, 09:00 am",1033.09,293,393,904.532,1,1.00145,0.999545,1,1.84282,0.710583,-49.4146,270.225,354.938,4.47699,34.1586,13.4038,355.122,252.344,994,92.4259,49.4345,11.4187,1.5,14.7,905,49699.9,55.4094,55.4094,51.7707,0,112.355,139.989,0.999483,3.63868,1.01207,1.33347,0,0.2893,0.104378,0.89946,0,3.63868,0
"Jun 6, 10:00 am",1070,293,393,934.042,1,1.00367,0.99793,1,8.32963,0.705571,-37.147,279.208,366.518,4.38402,34.3075,13.4623,370.426,261.362,994,103.629,37.9337,11.7172,2.7,16.6,944,49635,55.4094,55.4094,51.7031,0,121.373,139.989,0.989451,3.70624,1.07962,1.33347,0,0.2893,0.104378,0.89946,0,3.70624,0
"Jun 6, 11:00 am",1085.07,293,393,948.488,1,1.00239,0.996698,1,13.1427,0.693467,-23.9529,282.816,372.187,4.30202,34.3346,13.4729,382.198,265.041,994,119.904,27.1232,12.9094,3.2,18.3,974,49608,55.4094,55.4094,51.675,0,125.052,139.989,0.973807,3.73441,1.10779,1.33347,0,0.2893,0.104378,0.89946,0,3.73441,0
"Jun 6, 12:00 pm",1001.31,293,393,881.817,1,1.00046,0.995966,1,15.9227,0.679716,-9.96403,262.238,346.025,4.23533,34.1996,13.4199,359.831,244.583,994,148.763,18.6798,13.3719,3.4,19.7,917,49754.1,55.4094,55.4094,51.8272,0,104.594,139.989,0.961633,3.58222,0.955603,1.33347,0,0.2893,0.104378,0.89946,0,3.58222,0
"Jun 6, 01:00 pm",842.233,293,393,751.089,1,1.00003,0.995834,1,16.4141,0.669573,4.45828,223.235,294.727,4.19286,33.9346,13.3159,307.249,205.726,994,194.782,16.9195,13.5688,3.2,20.6,783,50003.1,55.4094,55.4094,52.0865,0,65.7367,139.989,0.959245,3.32284,0.696225,1.33347,0,0.2893,0.104378,0.89946,0,3.32284,0
"Jun 6, 02:00 pm",990.524,293,393,871.34,1,1.00157,0.996343,1,14.4983,0.685094,18.7168,259.506,341.914,4.15537,34.1555,13.4026,353.16,241.948,994,231.137,23.4263,13.5875,3.6,21.4,900,49772.1,55.4094,55.4094,51.846,0,101.959,139.989,0.968155,3.5634,0.936784,1.33347,0,0.2893,0.104378,0.89946,0,3.5634,0
"Jun 6, 03:00 pm",1080.03,293,393,942.252,1,1.00343,0.997404,1,10.4033,0.701772,32.2688,281.447,369.74,4.13671,34.4055,13.5007,375.919,263.81,994,251.023,33.6374,13.7531,5.3,21.8,958,49617.1,55.4094,55.4094,51.6844,0,123.821,139.989,0.983561,3.72494,1.09833,1.33347,0,0.2893,0.104378,0.89946,0,3.72494,0
"Jun 6, 04:00 pm",1054.14,293,393,920.169,1,1.00289,0.99889,1,4.48895,0.710926,44.8935,275.112,361.074,4.13206,34.3862,13.4932,362.185,257.487,994,263.653,44.9696,13.6969,5.6,21.9,923,49663.1,55.4094,55.4094,51.7324,0,117.498,139.989,0.996932,3.67695,1.05034,1.33347,0,0.2893,0.104378,0.89946,0,3.67695,0
"Jun 6, 05:00 pm",989.858,293,393,867.928,1,1.00208,0.999297,1,2.84604,0.709056,56.6355,259.389,340.575,4.1507,34.2857,13.4537,340.996,241.785,994,273.406,56.5718,13.375,5.3,21.5,869,49773.2,55.4094,55.4094,51.8471,0,101.796,139.989,0.998767,3.56224,0.935629,1.33347,0,0.2893,0.104378,0.89946,0,3.56224,0
"Jun 6, 06:00 pm",853.667,293,393,757.257,1,1.00321,0.997196,1,11.2153,0.688333,67.7472,226.093,297.148,4.19286,34.1021,13.3817,302.933,208.519,994,282.092,68.0655,12.9438,5,20.6,772,49986.4,55.4094,55.4094,52.0692,0,68.5296,139.989,0.980903,3.34018,0.713571,1.33347,0,0.2893,0.104378,0.89946,0,3.34018,0
"Jun 6, 07:00 pm",199.931,293,393,544.635,0.624586,0.995783,0.994822,0.659814,20.1113,0.214575,76.4505,66.3591,213.715,4.25431,33.8155,13.2692,227.592,48.8356,994,290.639,79.17,12.2687,5.6,19.3,580,14936.4,17.2938,17.2938,15.5587,0,0,48.8356,0.939027,1.73512,0.0443803,0.847333,0,0.2893,0.104378,0.44973,0,1.73512,0
